DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,rama4d_d,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5314265,1,2,1,73,1,4111,41,1,141.483399,73,2020,12,202012,70,24,50,1,2,26,1,3,2,4,,,,,,,,1,2,,800000,2,,95,95,2,
5314265,1,3,1,73,1,4921,49,1,141.483399,73,2020,12,202012,70,36,60,4,2,36,4,1,2,4,,,,,,,,1,2,,900000,2,,98,98,2,
5314265,1,4,1,73,1,4731,47,1,141.483399,73,2020,12,202012,70,36,48,1,2,36,1,9,2,4,,,,,,,,1,2,,2000000,2,,11,11,2,
5314265,1,6,1,73,1,6910,69,1,141.483399,73,2020,12,202012,70,36,48,1,2,36,1,4,2,2,,,,,,,,1,2,,1000000,2,,39,39,2,
5314280,1,3,1,54,1,1522,15,1,442.297237,54,2020,12,202012,70,16,48,4,2,16,4,1,2,4,,,,,,,,1,2,,800000,2,,80,80,2,
5314280,1,4,1,54,1,4781,47,1,442.297237,54,2020,12,202012,70,8,48,4,2,8,4,1,2,4,,,,,,,,1,2,,840000,2,,45,45,1,
5314286,1,1,1,54,1,5511,55,1,513.8013032,54,2020,12,202012,70,48,48,1,2,48,1,9,2,8,,,,,,,,1,2,,877803,2,,58,58,2,
5314287,1,3,1,54,1,5611,56,1,425.6888208,54,2020,12,202012,70,24,48,1,2,32,1,3,2,1,,,,,,,,1,2,,877803,2,,58,53,2,
5314288,1,2,1,54,1,4789,47,1,458.6652281,54,2020,12,202012,70,48,24,4,2,96,4,1,2,3,,,,,,,,1,2,,1200000,2,,45,45,2,
5314297,1,5,1,17,1,4761,47,1,131.4773686,17,2020,12,202012,70,30,48,1,2,35,4,1,2,4,,,,,,,,1,2,,877802,2,,34,41,2,
5314300,1,4,1,17,1,4111,41,1,205.3524522,17,2020,12,202012,70,14,48,1,2,4,1,7,2,3,1,,,,,,,,2,,877802,2,,95,95,2,
5314304,1,3,1,17,1,9700,97,1,184.9409594,17,2020,12,202012,70,16,48,1,2,16,3,1,2,4,,,,,,,,1,2,,877802,2,,55,54,2,
5314311,1,4,1,17,1,1410,14,1,138.2675464,17,2020,12,202012,70,12,48,1,2,12,1,7,2,4,,,,,,,,1,2,,877802,2,,79,79,1,
5314311,1,6,1,17,1,6412,64,1,138.2675464,17,2020,12,202012,70,2,48,1,2,3,1,7,2,2,,,,,,,,1,2,,877802,2,,34,34,1,
5314311,1,7,1,17,1,5811,58,1,138.2675464,17,2020,12,202012,70,28,48,1,2,30,1,5,2,1,,,,,,,,1,2,,877802,2,,45,45,2,
5314311,1,8,1,17,1,.,,1,138.2675464,17,2020,12,202012,70,48,48,1,1,,,,,,,,,,,,,,,,877802,,,7,,2,
5314312,1,1,1,50,1,610,6,1,301.814036,50,2020,12,202012,70,20,48,1,2,36,1,9,2,1,,,,,,,,1,2,,3500000,2,,2,21,2,
5314318,1,2,1,50,1,9609,96,1,263.3082,50,2020,12,202012,70,32,48,1,2,8,6,2,2,1,,,,,,,,1,2,,877000,2,,45,59,2,
5314348,1,1,1,17,1,7490,74,1,258.5887517,17,2020,12,202012,70,32,40,1,2,36,1,6,2,4,,,,,,,,1,2,,3000000,2,,5,5,2,
5314363,1,1,1,,2,4220,42,1,3413.028044,44,2020,12,202012,70,2,48,4,2,3,1,9,2,1,,,,,,,,1,2,,700000,2,,95,95,1,
5314365,1,1,1,,2,4220,42,1,2824.096313,44,2020,12,202012,70,12,60,4,2,14,1,9,2,1,,,,,,,,1,2,,400000,2,,95,95,1,
5314388,1,2,1,18,1,6412,64,1,90.66814533,18,2020,12,202012,70,48,48,1,2,48,1,9,2,1,,,,,,,,1,2,,900000,2,,45,44,2,
5314391,1,2,1,8,1,4642,46,1,397.237089,8,2020,12,202012,70,8,48,1,2,52,1,7,2,2,,,,,,,,1,2,,1200000,2,,2,39,1,
5314400,1,2,1,8,1,4771,47,1,645.6525365,8,2020,12,202012,70,12,48,1,2,36,1,4,2,1,,,,,,,,1,2,,878116,2,,45,45,1,
5314422,1,2,1,8,1,8530,85,1,714.2028126,8,2020,12,202012,70,12,48,1,2,52,1,7,2,1,,,,,,,,1,2,,877000,2,,55,13,1,
5314429,1,1,1,8,1,8530,85,1,771.8326133,8,2020,12,202012,70,6,48,2,2,6,1,7,2,8,,,,,,,,1,1,1600000,1400000,2,,13,13,1,
5314429,1,2,1,8,1,1081,10,1,771.8326133,8,2020,12,202012,70,36,48,1,2,36,1,9,2,8,,,,,,,,1,2,,900000,2,,38,45,2,
5314435,1,1,1,8,1,8530,85,1,962.305373,8,2020,12,202012,70,6,48,4,2,6,1,8,2,8,,,,,,,,1,1,1000000,1000000,2,,98,13,1,
5314447,1,4,1,8,1,8220,82,1,587.3087741,8,2020,12,202012,70,24,48,1,2,24,1,9,2,1,,,,,,,,1,2,,890000,2,,39,38,2,
5314449,1,4,1,8,1,510,5,1,303.1837779,8,2020,12,202012,70,24,48,1,2,52,1,9,2,8,,,,,,,,1,2,,890000,2,,3,3,2,
5314457,1,3,1,18,1,8890,88,1,53.19855992,18,2020,12,202012,70,52,48,1,2,105,4,9,2,1,,,,,,,,1,2,,980000,2,,39,39,2,
5314468,1,1,1,44,1,8423,84,1,84.28563234,44,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,877802,2,,21,58,1,
5314469,1,3,1,44,1,4330,43,1,77.3714591,44,2020,12,202012,70,36,36,4,2,38,4,1,2,3,,,,,,,,1,2,,400000,2,,93,93,2,
5314490,1,2,1,20,1,9007,90,1,242.6619842,20,2020,12,202012,70,36,40,1,2,40,1,6,2,2,,,,,,,,1,2,,1000000,2,,77,39,2,
5314492,1,2,1,20,1,5611,56,1,280.5545502,20,2020,12,202012,70,8,40,1,2,9,1,2,2,1,,,,,,,,1,2,,1000000,2,,45,53,1,
5314496,1,2,1,20,1,9700,97,1,188.0697586,20,2020,12,202012,70,40,40,3,2,45,3,1,2,1,,,,,,,,1,2,,980000,2,,54,54,2,
5314522,1,3,1,11,1,1410,14,1,3480.243007,11,2020,12,202012,70,51,48,1,2,52,1,9,2,2,,,,,,,,1,2,,877803,2,,45,55,2,
5314527,1,1,1,11,1,4921,49,1,2956.983375,11,2020,12,202012,70,6,72,4,2,8,4,1,2,1,,,,,,,,1,2,,1200000,2,,98,98,1,
5314528,1,2,1,11,1,8412,84,1,2227.09021,11,2020,12,202012,70,156,48,1,2,104,4,9,2,2,,,,,,,,1,2,,877803,2,,98,98,2,
5314528,1,4,1,11,1,.,,1,2227.09021,11,2020,12,202012,70,104,48,1,1,,,,,,,,,,,,,,,,877803,,,39,,2,
5314530,1,3,1,11,1,4771,47,1,2920.165775,11,2020,12,202012,70,12,48,1,2,52,1,2,2,2,,,,,,,,1,2,,877803,2,,45,45,1,
5314531,1,3,1,11,1,4642,46,1,2857.32763,11,2020,12,202012,70,24,48,1,2,104,1,4,2,2,,,,,,,,1,2,,877803,2,,45,45,2,
5314553,1,2,1,,1,161,1,1,1028.768317,41,2020,12,202012,70,32,48,1,2,2,4,1,2,1,,,,,,1,1,,1,200000,877000,3,,21,62,2,
5314570,1,2,1,,2,4771,47,1,649.9137481,41,2020,12,202012,70,32,48,1,2,312,1,2,2,1,,,,,,1,,,2,,877000,2,,45,45,2,
5314570,1,5,1,,2,4772,47,1,649.9137481,41,2020,12,202012,70,44,48,1,2,44,4,1,2,1,,,,,,,,1,2,,877000,2,,45,45,2,
5314587,1,4,1,20,1,6412,64,1,100.480238,20,2020,12,202012,70,12,48,1,2,16,1,9,2,7,,,,,,,,1,2,,877803,2,,44,44,1,
5314594,1,1,1,18,1,4321,43,1,119.9918348,18,2020,12,202012,70,12,48,4,2,3,4,1,2,1,,,,,,,,1,1,1200000,1200000,2,,21,85,1,
5314616,1,6,1,19,1,3110,31,1,65.46217667,19,2020,12,202012,70,34,45,1,2,34,1,4,2,1,,,,,,,,1,2,,980000,2,,81,81,2,
5314620,1,2,1,19,1,4771,47,1,139.4515412,19,2020,12,202012,70,52,45,1,2,52,4,2,2,1,,,,,,,,1,2,,980000,2,,45,41,2,
5314627,1,2,1,19,1,9700,97,1,134.9881647,19,2020,12,202012,70,52,48,3,2,52,3,1,2,1,,,,,,,,1,2,,890000,2,,54,54,2,
5314627,1,3,1,19,1,.,,1,134.9881647,19,2020,12,202012,70,52,40,1,1,,,,,,,,,,,,,,,,98,,,13,,2,
5314627,1,4,1,19,1,.,,1,134.9881647,19,2020,12,202012,70,156,48,1,1,,,,,,,,,,,,,,,,900000,,,45,,2,
5314627,2,3,2,19,1,8544,85,1,134.9881647,19,2020,12,202012,70,36,48,1,2,36,1,9,2,1,,,,,,,,1,2,,1200000,2,,13,13,2,
5314633,1,2,1,17,1,.,,1,204.540379,17,2020,12,202012,70,50,48,1,1,,,,,,,,,,,,,,,,877802,,,45,,2,
5314634,1,1,1,17,1,3811,38,1,262.1425352,17,2020,12,202012,70,4,48,1,2,4,1,9,2,6,,,,,,,,1,1,98,1500000,2,,19,19,1,
5314643,1,2,1,17,1,1410,14,1,207.8726293,17,2020,12,202012,70,40,48,1,2,96,4,1,2,2,,,,,,,,1,1,150000,877802,2,,79,79,2,
5314648,1,5,1,68,1,7420,74,1,434.2144881,68,2020,12,202012,70,52,48,1,2,52,1,5,2,2,,,,,,,,1,2,,1500000,2,,16,16,2,
5314652,1,4,1,20,1,8610,86,1,155.6037664,20,2020,12,202012,70,1,40,1,2,2,1,9,2,1,,,,,,,,1,1,916000,890000,2,,39,39,1,
5314664,1,3,1,63,1,8610,86,1,251.6982807,63,2020,12,202012,70,65,65,1,2,33,1,9,2,4,,,,,,,,1,2,,1500000,2,,12,12,2,
5314665,1,2,1,70,1,8530,85,1,163.0761205,70,2020,12,202012,70,52,48,1,2,99,2,9,2,1,,,1,,,,,,2,,3500000,2,,13,13,2,
5314670,1,4,1,70,1,4754,47,1,52.8356608,70,2020,12,202012,70,16,48,1,2,16,1,9,2,1,,,,,,,,1,2,,877803,2,,97,97,2,
5314670,1,5,1,70,1,5611,56,1,52.8356608,70,2020,12,202012,70,48,52,1,2,99,1,3,2,1,,,,,,,,1,2,,877803,2,,53,53,2,
5314672,1,7,1,70,1,.,,1,73.68501566,70,2020,12,202012,70,4,24,3,1,,,,,,,,,,,,,,,,300000,,,54,,1,
5314683,1,1,1,70,1,9700,97,1,144.3260771,70,2020,12,202012,70,2,48,1,2,39,3,1,2,1,,,,,,,,1,2,,400000,2,,45,54,1,
5314692,1,1,1,70,1,8413,84,1,138.0172848,70,2020,12,202012,70,3,48,4,2,60,4,9,2,2,,,,,,,,1,2,,1000000,2,,39,39,1,
5314695,1,2,1,70,1,8130,81,1,177.8943249,70,2020,12,202012,70,8,48,1,2,8,4,1,2,1,,,,,,,,1,2,,877803,2,,95,61,1,
5314697,1,5,1,70,1,9700,97,1,64.28998845,70,2020,12,202012,70,8,48,3,2,12,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,1,
5314697,1,6,1,70,1,4112,41,1,64.28998845,70,2020,12,202012,70,4,48,1,2,6,4,3,2,1,,,,,,,,1,1,40000,877803,2,,95,95,1,
5314702,1,1,1,70,1,4290,42,1,52.8356608,70,2020,12,202012,70,20,48,1,2,34,1,7,2,1,,,,,,,,1,2,,600000,2,,58,58,2,
5314703,1,2,1,70,1,8530,85,1,101.6222133,70,2020,12,202012,70,16,48,1,2,48,2,9,2,1,,,,,,,,1,2,,1200000,2,,39,32,2,
5314711,1,4,1,20,1,510,5,1,199.4232942,20,2020,12,202012,70,12,48,1,2,16,1,9,2,1,,,,,,,,1,2,,1800000,2,,2,2,1,
5314713,1,4,1,20,1,.,,1,269.2540044,20,2020,12,202012,70,40,48,1,1,,,,,,,,,,,,,,,,1300000,,,2,,2,
5314722,1,3,1,8,1,9200,92,1,539.138982,8,2020,12,202012,70,36,48,1,2,36,1,5,2,1,,,,,,,,1,2,,877000,2,,45,33,2,
5314722,1,4,1,8,1,5619,56,1,539.138982,8,2020,12,202012,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,1,150000,877000,2,,39,41,1,
5314725,3,1,3,54,1,8121,81,1,975.7229967,54,2020,12,202012,70,24,48,4,2,38,4,1,2,1,,,,,,,,1,2,,900000,2,,55,55,2,
5314725,4,2,4,54,1,8559,85,1,975.7229967,54,2020,12,202012,70,4,48,1,2,8,4,1,2,1,,,,,,,,1,2,,877800,2,,39,13,1,
5314732,1,1,1,54,1,1513,15,1,971.6503182,54,2020,12,202012,70,2,35,4,2,2,4,1,2,1,,,,,,,,1,2,,450000,2,,79,75,1,
5314732,1,2,1,54,1,4111,41,1,971.6503182,54,2020,12,202012,70,2,60,4,2,2,4,1,2,1,,,,,,,,1,2,,980000,2,,95,95,1,
5314740,1,3,1,54,1,8412,84,1,421.361367,54,2020,12,202012,70,96,48,2,2,96,4,9,2,1,,,,,,,,1,2,,2000000,2,,39,39,2,
5314745,1,4,1,54,1,6110,61,1,405.3383114,54,2020,12,202012,70,16,48,1,2,16,1,9,2,8,,,,,,,,1,2,,877800,2,,39,39,2,
5314746,1,2,1,54,1,8530,85,1,431.0304554,54,2020,12,202012,70,6,48,1,2,4,1,6,2,1,1,,,,,,,,1,915000,877800,1,2,13,13,1,
5314747,1,1,1,54,1,4773,47,1,435.6037045,54,2020,12,202012,70,28,48,1,2,28,1,4,2,3,,,1,,,,,,2,,1000000,2,,11,11,2,
5314749,1,2,1,54,1,.,,1,464.3871174,54,2020,12,202012,70,24,48,4,1,,,,,,,,,,,,,,,,877800,,,95,,2,
5314754,1,1,1,41,1,9321,93,1,257.8719192,41,2020,12,202012,70,104,48,1,2,104,1,3,2,1,,,,,,,,1,2,,877803,2,,55,33,2,
5314755,1,3,1,41,1,4719,47,1,92.49012179,41,2020,12,202012,70,24,48,1,2,24,1,9,2,1,,,,,,,,1,2,,877803,2,,2,33,2,
5314759,1,1,1,41,1,5629,56,1,275.9941758,41,2020,12,202012,70,36,48,1,2,36,2,9,2,1,,,,,,,,1,2,,877803,2,,53,53,2,
5314762,1,1,1,41,1,5611,56,1,152.6436493,41,2020,12,202012,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,2,,877803,2,,58,53,1,
5314763,1,2,1,41,1,8621,86,1,122.7528889,41,2020,12,202012,70,104,48,1,2,104,1,9,2,2,,,,,,,,1,2,,1200000,2,,21,21,2,
5314764,1,1,1,41,1,8413,84,1,231.9134225,41,2020,12,202012,70,20,48,2,2,20,2,9,2,8,,,,,,,,1,2,,877803,2,,18,18,2,
5314766,1,3,1,41,1,4719,47,1,92.49012179,41,2020,12,202012,70,40,48,1,2,40,1,9,2,4,,,,,,,,1,2,,877803,2,,45,45,2,
5314766,1,4,1,41,1,6190,61,1,92.49012179,41,2020,12,202012,70,52,48,1,2,52,1,9,2,3,,,,,,,,1,2,,877803,2,,44,44,2,
5314767,1,1,1,41,1,8530,85,1,261.5248109,41,2020,12,202012,70,12,48,4,2,12,1,6,2,1,,,,,,,,1,2,,877803,2,,55,55,1,
5314768,1,1,1,41,1,4711,47,1,157.0972271,41,2020,12,202012,70,104,48,1,2,104,4,2,2,1,,,,,,,,1,2,,877803,2,,45,41,2,
5314769,1,2,1,41,1,9602,96,1,292.6543206,41,2020,12,202012,70,36,48,1,2,36,4,1,2,1,,,,,,,,1,2,,877803,2,,57,57,2,
5314774,1,2,1,23,1,5611,56,1,123.2253612,23,2020,12,202012,70,46,48,1,2,48,1,3,2,1,,,,,,,,1,2,,877803,2,,77,77,2,
5314775,1,2,1,23,1,4711,47,1,98.68093579,23,2020,12,202012,70,12,48,1,2,12,1,2,2,1,,,,,,,,1,2,,877803,2,,45,45,1,
5314785,1,1,1,50,1,5611,56,1,311.6425862,50,2020,12,202012,70,6,48,4,2,7,1,2,2,1,,,,,,,,1,2,,877000,2,,55,53,1,
5314785,1,2,1,50,1,8530,85,1,311.6425862,50,2020,12,202012,70,6,50,1,2,8,2,9,2,1,,,,,,,,1,2,,1700000,2,,13,13,1,
5314787,1,1,1,50,1,4719,47,1,201.1661687,50,2020,12,202012,70,72,48,1,2,74,1,9,2,1,,,,,,,,1,2,,2500000,2,,45,45,2,
5314787,1,3,1,50,1,.,,1,201.1661687,50,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,877000,,,45,,1,
5314788,1,2,1,50,1,.,,1,211.9586257,50,2020,12,202012,70,40,56,1,1,,,,,,,,,,,,,,,,877000,,,15,,2,
5314803,1,1,1,15,1,5611,56,1,118.2460017,15,2020,12,202012,70,2,40,1,2,52,1,4,2,7,,,,,,,,1,2,,877803,2,,53,53,1,
5314807,1,3,1,15,1,8544,85,1,64.24449026,15,2020,12,202012,70,2,40,2,2,2,4,9,2,7,,,,,,,,1,1,2000000,2000000,2,,5,5,1,
5314811,1,4,1,15,1,4771,47,1,76.21718032,15,2020,12,202012,70,4,40,1,2,52,1,4,2,2,,,,,,,,1,2,,877803,2,,45,45,1,
5314815,1,1,1,54,1,4719,47,1,513.8013032,54,2020,12,202012,70,20,48,1,2,36,1,9,2,1,,,,,,,,1,2,,900000,2,,33,33,2,
5314820,1,1,1,5,1,8544,85,1,958.5853221,5,2020,12,202012,70,104,48,1,2,110,1,9,2,1,1,,,,,,,,2,,877800,1,2,32,39,2,
5314831,1,1,1,5,1,4711,47,1,1472.614023,5,2020,12,202012,70,12,48,1,2,28,1,9,2,9,1,,,,,,,,2,,2000000,1,1,11,11,1,
5314862,1,2,1,54,1,1410,14,1,414.5479805,54,2020,12,202012,70,4,48,4,2,36,4,1,2,7,,,,,,,,1,2,,877803,2,,79,79,1,
5314863,1,1,1,54,1,2592,25,1,492.6685508,54,2020,12,202012,70,4,48,4,2,5,4,1,2,8,,,,,,,,1,1,180000,877803,2,,87,87,1,
5314866,1,2,1,54,1,5611,56,1,436.0620349,54,2020,12,202012,70,3,48,1,2,3,1,3,2,8,,,,,,,,1,1,360000,480000,2,,53,53,1,
5314867,1,1,1,54,1,4111,41,1,413.3326051,54,2020,12,202012,70,36,48,4,2,4,4,1,2,1,,,,,,,,1,1,400000,877803,2,,95,95,2,
5314870,1,2,1,54,1,5611,56,1,380.9259598,54,2020,12,202012,70,10,24,1,2,28,1,3,2,1,,,,,,,,1,2,,462000,2,,53,53,1,
5314873,1,4,1,54,1,8553,85,1,485.2179647,54,2020,12,202012,70,52,48,4,2,3,4,1,2,1,,,,,,,,1,1,50000,1200000,2,,13,13,2,
5314875,1,1,1,97,1,,,1,21.70435472,97,2020,12,202012,70,2,50,4,2,4,4,1,2,1,,,,,,,,1,2,,800000,2,,,,,
5314892,1,2,1,41,1,8610,86,1,185.937241,41,2020,12,202012,70,24,48,1,2,104,1,9,2,2,,,,,,,,1,2,,1500000,2,,33,33,2,
5314900,1,5,1,97,1,,,1,15.42711322,97,2020,12,202012,70,1,25,1,2,32,1,2,2,1,,,,,,1,,,2,,500000,2,,,,,
5314900,1,6,1,97,1,,,1,15.42711322,97,2020,12,202012,70,2,40,4,2,24,4,1,2,1,,,,,,1,,,2,,877000,2,,,,,
5314919,1,7,1,8,1,6512,65,1,303.1837779,8,2020,12,202012,70,16,48,1,2,20,1,9,2,1,,,,,,,,1,2,,900000,2,,45,44,2,
5314924,1,3,1,8,1,9700,97,1,430.337942,8,2020,12,202012,70,8,40,3,2,18,3,1,2,1,,,,,,,,1,2,,800000,2,,54,54,1,
5314924,1,4,1,8,1,4771,47,1,430.337942,8,2020,12,202012,70,8,48,1,2,18,1,9,2,1,,,,,,,,1,2,,900000,2,,45,45,1,
5314924,1,5,1,8,1,.,,1,430.337942,8,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,900000,,,55,,1,
5314925,1,5,1,8,1,9700,97,1,642.9501182,8,2020,12,202012,70,8,40,3,2,20,3,1,2,1,,,,,,,,1,2,,800000,2,,54,54,1,
5314930,1,2,1,8,1,9602,96,1,552.577931,8,2020,12,202012,70,4,48,1,2,12,4,1,2,1,,,,,,,,1,2,,900000,2,,39,57,1,
5314931,1,7,1,8,1,4771,47,1,303.1837779,8,2020,12,202012,70,8,48,1,2,20,1,9,2,1,,,,,,,,1,2,,900000,2,,55,55,1,
5314932,1,2,1,8,1,2100,21,1,782.39251,8,2020,12,202012,70,4,48,1,2,30,1,9,2,1,,,,,,,,1,2,,900000,2,,74,74,1,
5314936,1,4,1,8,1,.,,1,336.1255944,8,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,900000,,,39,,1,
5314936,1,6,1,8,1,8621,86,1,336.1255944,8,2020,12,202012,70,2,48,1,2,15,1,9,2,8,,,,,,,,1,2,,900000,2,,33,32,1,
5314938,1,2,1,8,1,5611,56,1,747.661667,8,2020,12,202012,70,4,48,1,2,16,1,7,2,1,,,,,,,,1,2,,900000,2,,53,53,1,
5314956,1,1,1,,1,8121,81,1,2198.676831,76,2020,12,202012,70,2,40,4,2,1,4,1,2,1,,,,,,,,1,1,50000,500000,2,,16,55,1,
5314960,1,5,1,23,1,8610,86,1,98.68093579,23,2020,12,202012,70,48,48,1,2,48,1,7,2,1,,,,,,,,1,2,,877803,2,,32,32,2,
5314963,1,1,1,23,1,4111,41,1,394.7237432,23,2020,12,202012,70,4,48,4,2,4,4,1,2,1,,,,,,,,1,1,300000,877803,2,,95,95,1,
5314964,1,1,1,23,1,9700,97,1,179.8970248,23,2020,12,202012,70,40,48,3,2,40,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,2,
5314990,1,1,1,11,1,4111,41,1,3823.809769,11,2020,12,202012,70,1,48,1,2,1,1,7,2,8,,,,,,,,1,1,877000,900000,2,,95,95,1,
5315007,1,2,1,68,1,4111,41,1,596.0588146,68,2020,12,202012,70,8,48,1,2,8,1,5,2,1,,,,,,,,1,2,,900000,2,,95,95,1,
5315010,1,5,1,68,1,4111,41,1,353.3831641,68,2020,12,202012,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,900000,2,,95,95,1,
5315010,1,6,1,68,1,4111,41,1,353.3831641,68,2020,12,202012,70,8,50,1,2,8,1,3,2,1,,,,,,,,1,2,,1000000,2,,95,95,1,
5315013,1,2,1,63,1,4921,49,1,219.5747278,63,2020,12,202012,70,16,40,4,2,16,4,1,2,1,1,,,,,,,,2,,877803,1,1,98,98,2,
5315021,1,2,1,,2,8513,85,1,2721.089817,23,2020,12,202012,70,156,40,1,2,260,1,5,2,1,,,,,,,,1,2,,2000000,2,,13,13,2,
5315025,1,4,1,,1,.,,1,1417.379704,23,2020,12,202012,70,24,40,1,1,,,,,,,,,,,,,,,,600000,,,87,,2,
5315028,1,2,1,,1,8610,86,1,3593.670979,23,2020,12,202012,70,96,48,1,2,96,1,8,2,1,,,,,,,,1,2,,1200000,2,,59,59,2,
5315033,1,1,1,,2,9700,97,1,2676.705522,23,2020,12,202012,70,4,48,3,2,32,3,4,2,1,,,,,,,,1,2,,877803,2,,53,53,1,
5315033,1,3,1,,2,610,6,1,2676.705522,23,2020,12,202012,70,32,48,1,2,32,1,9,2,1,,,,,,,,1,2,,877803,2,,32,32,2,
5315036,1,3,1,,2,4112,41,1,4645.589051,23,2020,12,202012,70,36,48,1,2,36,1,5,2,1,,,,,,,,1,2,,700000,2,,95,95,2,
5315040,1,4,1,,1,5011,50,1,2903.672743,23,2020,12,202012,70,144,40,1,2,144,1,2,2,1,,,,,,,,1,2,,877803,2,,95,98,2,
5315040,1,5,1,,1,6190,61,1,2903.672743,23,2020,12,202012,70,4,40,1,2,156,1,2,2,1,,,,,,,,1,2,,877803,2,,45,21,1,
5315041,1,2,1,,1,4290,42,1,2390.73383,23,2020,12,202012,70,8,40,1,2,32,1,4,2,1,,,,,,,,1,2,,3000000,2,,2,2,1,
5315042,1,1,1,,1,4290,42,1,2750.673695,23,2020,12,202012,70,144,40,1,2,144,1,5,2,1,,,,,,,,1,2,,877803,2,,95,95,2,
5315042,1,4,1,,1,4792,47,1,2750.673695,23,2020,12,202012,70,52,40,1,2,72,4,1,2,1,,,,,,,,1,2,,877803,2,,19,45,2,
5315061,1,4,1,,1,.,,1,3220.610281,23,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,877803,,,59,,1,
5315068,1,3,1,,2,8423,84,1,2059.669397,23,2020,12,202012,70,8,60,1,2,8,2,9,2,1,,,,,,,,1,2,,500000,2,,45,58,1,
5315069,1,1,1,,2,5619,56,1,2262.548188,23,2020,12,202012,70,20,60,1,2,36,4,1,2,4,,,,,,,,1,2,,500000,2,,53,77,2,
5315072,1,1,1,,1,4771,47,1,3602.665907,23,2020,12,202012,70,40,48,1,2,208,1,4,2,1,,,,,,,,1,2,,650000,2,,45,45,2,
5315074,1,3,1,,1,.,,1,3412.092105,23,2020,12,202012,70,32,48,1,1,,,,,,,,,,,,,,,,877803,,,95,,2,
5315088,2,1,2,,1,8121,81,1,2904.383922,23,2020,12,202012,70,28,60,1,2,36,4,1,2,1,,,,,,,,1,2,,300000,2,,53,55,2,
5315090,1,1,1,,1,8610,86,1,2513.291955,23,2020,12,202012,70,12,60,1,2,32,1,9,2,1,,,,,,,,1,2,,877803,2,,98,98,1,
5315090,1,2,1,,1,1081,10,1,2513.291955,23,2020,12,202012,70,12,48,1,2,75,1,2,2,1,,,,,,,,1,2,,800000,2,,45,45,1,
5315101,1,3,1,,1,5611,56,1,2664.244524,23,2020,12,202012,70,8,48,1,2,32,1,4,2,1,,,,,,,,1,2,,400000,2,,53,53,1,
5315103,1,1,1,,2,4723,47,1,5363.25729,23,2020,12,202012,70,8,48,4,2,30,4,1,2,1,,,,,,,,1,2,,600000,2,,45,45,1,
5315105,1,1,1,,2,4111,41,1,4026.48307,23,2020,12,202012,70,8,48,1,2,12,1,2,2,1,,,,,,,,1,2,,400000,2,,95,95,1,
5315108,1,1,1,,2,5619,56,1,4483.672926,23,2020,12,202012,70,12,48,1,2,32,4,1,2,1,,,,,,,,1,2,,900000,2,,95,77,1,
5315108,1,2,1,,2,5611,56,1,4483.672926,23,2020,12,202012,70,8,48,1,2,36,1,3,2,1,,,,,,,,1,2,,700000,2,,53,53,1,
5315109,1,1,1,,1,5619,56,1,2931.929355,23,2020,12,202012,70,8,48,1,2,40,4,1,2,1,,,,,,,,1,2,,900000,2,,13,77,1,
5315126,1,3,1,11,1,4210,42,1,1643.917158,11,2020,12,202012,70,4,48,1,2,16,1,3,2,2,,,,,,,,1,2,,877803,2,,3,3,1,
5315134,1,1,1,11,1,2219,22,1,3629.585306,11,2020,12,202012,70,9,48,1,2,36,1,9,2,8,,,,,,,,1,2,,877803,2,,80,80,1,
5315141,1,2,1,11,1,6820,68,1,4189.662538,11,2020,12,202012,70,156,48,1,2,156,1,2,2,2,,,,,,,,1,2,,877800,2,,32,55,2,
5315174,1,7,1,85,1,,,1,193.5277401,85,2020,12,202012,70,4,45,1,2,2,1,2,2,8,,,,,,,,1,1,500000,900000,2,,,,,
5315184,1,1,1,85,1,,,1,462.5685171,85,2020,12,202012,70,12,45,1,2,12,4,9,2,1,,,,,,,,1,2,,1500000,2,,,,,
5315193,1,2,1,15,1,5613,56,1,123.1227044,15,2020,12,202012,70,40,48,1,2,40,1,3,2,2,,,,,,,,1,2,,877802,2,,45,53,2,
5315198,1,1,1,15,1,8530,85,1,163.8983319,15,2020,12,202012,70,50,48,1,2,50,1,9,2,2,,,,,,,,1,2,,2400000,2,,13,13,2,
5315202,1,3,1,11,1,4111,41,1,3114.390238,11,2020,12,202012,70,50,48,1,2,53,1,3,2,2,,,,,,,,1,2,,877800,2,,2,2,2,
