DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P9460,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S7A1,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,rama4d_d,MES,DPTO,fex_c_2011
4499141,1,1,1,70,52,24,48,1,,2,24,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,98,98,60,1,2,6041,12,52,150.9607176
4499142,1,2,1,70,52,2,25,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400000,1.79769313486232e+308,1.79769313486232e+308,77,,,1,1,,12,52,254.5672802
4499144,1,1,1,70,52,52,48,1,,2,52,1,,2,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,1000000,2,1.79769313486232e+308,12,32,74,1,2,7411,12,52,177.4792865
4499150,1,3,1,70,52,3,48,1,,2,13,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,400000,2,1.79769313486232e+308,45,45,52,1,1,5241,12,52,199.046207
4499150,1,5,1,70,52,52,48,1,,2,4,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,942000,737717,2,1.79769313486232e+308,32,3,85,1,2,8511,12,52,199.046207
4499152,1,2,1,70,52,52,48,1,,2,52,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,3,95,45,1,2,4521,12,52,125.4240732
4499155,1,3,1,70,52,16,48,1,,2,16,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,13,13,80,1,2,8012,12,52,103.8655326
4499155,1,4,1,70,52,20,40,1,,2,40,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,33,45,52,1,2,5211,12,52,103.8655326
4499158,1,1,1,70,52,48,48,2,,2,40,2,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,3000000,2,1.79769313486232e+308,44,30,75,1,2,7523,12,52,297.1443531
4499159,1,1,1,70,52,4,48,1,,2,4,1,,3,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,737717,2,1.79769313486232e+308,39,81,36,1,1,3611,12,52,238.4705316
4499161,1,4,1,70,52,12,48,1,,2,12,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,3,41,52,1,1,5233,12,52,262.1838692
4499167,1,4,1,70,52,52,40,1,,2,156,1,,2,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,400000,2,1.79769313486232e+308,45,45,52,1,2,5249,12,52,188.1381979
4499177,1,3,1,70,52,2,48,1,,2,52,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,300000,2,1.79769313486232e+308,45,45,52,1,1,5261,12,52,239.1451279
4499188,1,1,1,70,52,13,48,1,,2,17,1,,9,2,1,,,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,2500000,1,2,2,2,45,1,1,4522,12,52,209.4287188
4499222,1,2,1,70,54,2,48,4,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,737717,2,1.79769313486232e+308,59,59,93,1,1,9309,12,54,417.2823576
4499222,1,3,1,70,54,8,60,1,,2,102,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,77,15,1,1,1589,12,54,417.2823576
4499233,1,4,1,70,54,2,30,1,,2,53,1,,2,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,79,18,1,1,1810,12,54,240.3240017
4499238,1,3,1,70,54,16,50,1,,2,18,4,,1,2,8,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,500000,2,1.79769313486232e+308,45,81,36,1,2,3611,12,54,339.3044119
4499239,1,1,1,70,54,44,48,1,,2,48,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,45,32,10,1,2,1010,12,54,464.7171223
4499240,1,2,1,70,54,20,48,1,,2,102,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,45,45,52,1,2,5233,12,54,665.2377293
4499242,1,1,1,70,54,5,48,4,,2,4,4,,1,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,500000,1000000,2,1.79769313486232e+308,21,21,50,1,1,5020,12,54,531.5346348
4499250,1,2,1,70,54,8,50,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,3,,,1,1,,12,54,494.1918157
4499251,1,4,1,70,54,40,48,4,,2,30,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,80,80,19,1,2,1929,12,54,576.4797367
4499264,1,1,1,70,54,8,48,1,,2,9,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,95,95,45,1,1,4521,12,54,700.8919166
4499265,3,1,3,70,54,7,50,4,,2,9,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,53,53,55,1,1,5530,12,54,236.6853465
4499277,1,2,1,70,54,40,40,1,,2,99,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,53,97,74,1,2,7495,12,54,434.8111729
4499278,1,1,1,70,54,12,60,4,,2,12,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,95,95,45,1,1,4521,12,54,413.9900501
4499280,1,4,1,70,54,3,40,1,,2,4,1,,8,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1250000,1350000,2,1.79769313486232e+308,13,13,80,1,1,8045,12,54,416.0325284
4499292,1,3,1,70,54,2,48,4,,2,9,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,97,74,1,1,7495,12,54,236.6853465
4499293,1,6,1,70,54,8,50,4,,2,9,3,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,98,98,95,1,1,9500,12,54,627.8671733
4499294,1,2,1,70,54,2,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600000,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,54,570.237728
4499309,1,1,1,70,54,7,48,4,,2,12,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1400000,2,1.79769313486232e+308,13,39,74,1,1,7492,12,54,573.222258
4499334,1,2,1,70,66,2,48,1,,2,2,1,,2,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,1200000,1400000,2,1.79769313486232e+308,97,97,45,1,1,4530,12,66,262.3431509
4499338,1,1,1,70,66,52,50,4,,2,52,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,55,74,1,2,7493,12,66,262.3309908
4499348,1,1,1,70,66,2,72,4,,2,2,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,1,400000,750000,2,1.79769313486232e+308,55,55,74,1,1,7493,12,66,254.3754991
4499349,1,1,1,70,66,8,48,4,,2,8,4,,1,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,350000,2,1.79769313486232e+308,55,55,74,1,1,7493,12,66,254.3754991
4499349,1,3,1,70,66,4,48,1,,2,8,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,79,95,45,1,1,4522,12,66,254.3754991
4499351,1,2,1,70,66,16,48,1,,2,16,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,39,45,52,1,2,5237,12,66,307.488983
4499366,1,3,1,70,66,3,60,1,,2,3,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,900000,737717,2,1.79769313486232e+308,95,95,45,1,1,4522,12,66,323.3378758
4499366,1,4,1,70,66,3,48,1,,2,3,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,750000,737717,2,1.79769313486232e+308,39,95,45,1,1,4521,12,66,323.3378758
4499377,1,2,1,70,66,72,48,1,,2,72,2,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,55,75,1,2,7512,12,66,279.6170952
4499391,1,2,1,70,66,48,48,1,,2,48,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,52,1,2,5231,12,66,300.9178343
4499400,1,2,1,70,66,3,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,66,215.4742064
4499401,1,3,1,70,66,20,48,1,,2,20,1,,4,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,18,18,92,1,2,9241,12,66,441.2823706
4499407,1,1,1,70,66,48,48,1,,2,48,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,58,58,63,1,2,6331,12,66,333.2479785
4499422,1,2,1,70,68,4,48,1,,2,24,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,45,39,15,1,1,1530,12,68,355.8796142
4499428,1,3,1,70,68,2,48,1,,2,2,1,,8,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,737717,737717,2,1.79769313486232e+308,39,33,18,1,1,1810,12,68,462.7783302
4499435,1,1,1,70,68,3,48,1,,2,3,1,,9,2,3,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,800000,800000,1,1,98,98,60,1,1,6031,12,68,302.2459286
4499435,1,3,1,70,68,12,48,1,,2,12,1,,8,1,3,,,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,2100000,2,1.79769313486232e+308,2,2,85,1,1,8511,12,68,302.2459286
4499437,1,2,1,70,68,2,48,1,,2,24,1,,4,2,2,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,737717,1,1,50,53,55,1,1,5521,12,68,437.6447226
4499452,1,1,1,70,68,24,48,1,,2,24,1,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,55,55,80,1,2,8050,12,68,455.4749053
4499456,1,2,1,70,68,8,48,1,,2,8,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,45,44,64,1,1,6421,12,68,650.0516686
4499456,2,1,2,70,68,8,24,1,,2,8,1,,2,2,6,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,53,53,55,1,1,5521,12,68,650.0516686
4499459,1,1,1,70,68,12,48,1,,2,12,1,,9,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,2,2,85,1,1,8513,12,68,499.126879
4499472,1,1,1,70,68,8,48,1,,2,26,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,39,39,51,1,1,5161,12,68,524.3200334
4499482,1,3,1,70,68,16,48,1,,2,24,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,12,53,55,1,2,5521,12,68,435.5671861
4499500,1,1,1,70,68,1,48,1,,2,1,1,,3,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,720000,800000,2,1.79769313486232e+308,53,53,55,1,1,5521,12,68,437.6447226
4499631,1,3,1,70,73,2,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,59,,,1,1,,12,73,259.3722071
4499635,1,4,1,70,73,4,48,1,,2,4,1,,9,2,3,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,3000000,3000000,1,1,39,21,45,1,1,4521,12,73,140.6325677
4499638,1,4,1,70,73,12,48,1,,2,12,1,,4,2,3,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,45,52,1,1,5234,12,73,151.6674695
4499638,1,5,1,70,73,14,48,1,,2,4,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,39,91,1,2,9192,12,73,151.6674695
4499641,1,3,1,70,73,102,48,1,,2,102,2,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,39,39,75,1,2,7513,12,73,160.9935642
4499645,1,1,1,70,73,52,48,1,,2,24,4,,1,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,45,41,52,1,2,5233,12,73,283.0293468
4499652,1,3,1,70,73,8,48,1,,2,8,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,95,95,45,1,1,4552,12,73,309.4996587
4499653,1,1,1,70,73,8,48,3,,2,12,1,,2,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,54,53,55,1,1,5521,12,73,280.6448429
4499657,2,2,2,70,73,8,48,1,,2,8,1,,4,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,3,97,55,1,1,5521,12,73,331.089485
4499666,1,1,1,70,73,2,48,1,,2,2,1,,4,2,3,,,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1,4000000,2000000,1,1,39,39,52,1,1,5241,12,73,259.1874414
4499669,1,2,1,70,73,102,48,1,,2,105,1,,3,2,7,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,850000,2,1.79769313486232e+308,16,16,22,1,2,2220,12,73,269.9020001
4499672,1,3,1,70,73,1,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,750000,1.79769313486232e+308,1.79769313486232e+308,53,,,1,1,,12,73,416.3794883
4499674,1,3,1,70,73,2,48,1,,2,8,1,,6,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,3,3,34,1,1,3410,12,73,151.0308643
4499683,1,2,1,70,73,4,48,1,,2,4,1,,2,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,53,53,55,1,1,5521,12,73,250.7637751
4499684,1,4,1,70,73,4,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,97,,,1,1,,12,73,133.0645161
4499695,1,2,1,70,73,2,48,1,,1,1.79769313486232e+308,1.79769313486232e+308,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,.,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,45,,,1,1,,12,73,250.7637751
4499701,1,1,1,70,73,8,48,1,,2,8,1,,3,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,750000,800000,2,1.79769313486232e+308,57,57,93,1,1,9302,12,73,201.5479627
4499720,1,1,1,70,73,16,48,1,,2,104,1,,6,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,2000000,3,1.79769313486232e+308,3,3,51,1,2,5153,12,73,215.4271682
4499725,1,1,1,70,73,52,48,1,,2,52,1,,9,2,4,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,98,98,60,1,2,6031,12,73,266.313798
4499746,1,1,1,70,76,32,48,1,,2,33,1,,9,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,4000000,2,1.79769313486232e+308,2,2,45,1,2,4521,12,76,772.6868221
4499746,1,2,1,70,76,4,48,1,,2,4,1,,9,2,2,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,,1.79769313486232e+308,2,1.79769313486232e+308,3000000,2,1.79769313486232e+308,2,2,45,1,1,4521,12,76,772.6868221
4499753,3,1,3,70,76,2,45,1,,2,2,1,,8,2,1,,,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,,1,1,480000,737717,2,1.79769313486232e+308,95,95,45,1,1,4522,12,76,728.8104339
