DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6440,P6450,P6460,P6460S1,P6400,P6422,P6424,P6424S2,P6424S3,P6424S1,P6426,P6430S1,P6480,P6480S1,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585,P6585S2A1,P6585S3A1,P6585S4A1,P6585S3A2,P6585S2A2,P6585S1A2,P6585S2,P6585S3,P6585S1A1,P6585S4,P6585S1,P6580,P6580S1,P6580S2,P6630,P6630S3,P6630S4A1,P6630S3A1,P6630S2A1,P6630S1A1,P6630S4,P6630S2,P6630S1,P6640,P6642S2,P6642S1,P6765,P6765S1,P6772,P6750,P6760,P550,P6780,P6780S1,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6835,P6835S1,P6835S2,P6836,P6836S1,P6836S2,P6837,P6837S1,P6837S2,P6870,P6880,P6880S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S8,P6980S7A1,P6990,P7020,P7026,P7028,P7028S1,P7040,P7045,P7050,P7050S1,P7070,P760,P6410,P6640S1,P6642S11,P6642S7,P6642S8,P6642S9,P6642S10,P6642S12,P6642S5,P6642S4,P6642S3,P6642S6,P9440,P9450,P6630S6,P6630S6A1,P6410S1,P6545S1,P6545,P6545S2,P6915S1,P6915,P6585S4A2,P6773,P6773S1,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170,P7170S1,P7170S2,P7170S3,P7170S4,P7170S5,P7170S6,P7180,P7190,P7200,P7240,P7240S1,OCI,OFICIO,RAMA2D,RAMA2DP8,P6430,P6420S1,RAMA4D,RAMA4DP8,INGLABO,DPTO,fex_c_2011
991372,1,5,1,60,8,1,2,1,,1,1,,1,1,1,5,,2,,1800000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,800000,,2,1,2,2,,,,,,,,,,,5,60,,.,60,,,2,,,,,,,,,7,7,,1,1,1,0,1,1,,,,,,,,,1,1,60,4,,2,,,,,7,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,43,51,,1,,5135,,1800000,8,353.8787935
991373,1,2,1,60,8,1,2,1,,1,1,,1,1,1,96,,5,,800000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,800000,,2,1,2,2,,,,,,,,,,,10,40,,.,0,3,,2,,,,,,,,,6,7,,1,1,1,8,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,19,80,,2,,8021,,800000,8,547.0004813
991378,1,1,1,60,8,2,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,400000,1,,3,,12,80,,.,80,,,1,6,22,2,,,,,,2,7,,2,,,,1,,,,1,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,3,3,2,,1,41,52,,5,,5211,,400000,8,470.3145999
991378,1,3,1,60,8,1,2,1,,1,1,,1,1,1,8,,1,,600000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,300000,,2,1,2,2,,,,,,,,,,,8,40,,.,40,,,1,8,18,1,8,13,2,,,8,7,,1,1,1,0,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,32,91,,1,,9112,,600000,8,470.3145999
991378,1,4,1,60,8,1,2,2,12,1,2,,2,2,2,2,,6,,250000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,2,50,,.,50,,,2,,,,,,,,,5,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,3,,1,79,17,,1,,1749,,250000,8,470.3145999
991378,1,5,1,60,8,2,,,,,,,,,,1,,6,,,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,1,50,,.,50,,,1,8,19,2,,,,,,9,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,2,3,3,,1,37,65,,1,,6512,,,8,470.3145999
991378,1,7,1,60,8,1,2,1,,1,1,,1,1,1,11,,1,,,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,99,,2,1,2,2,,,,,,,,,,,11,48,,.,48,,,1,8,18,2,,,,,,4,7,,1,1,1,0,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,1,,1,45,52,,1,,5241,,,8,470.3145999
991381,1,1,1,60,8,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,1,,3,,12,60,,.,60,,,2,,,,,,,,,4,1,,2,,,,1,,,,,,,,1,,2,1,120,4,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,4,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,,1,41,52,,4,,5223,,,8,57.40021754
991381,1,2,1,60,8,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,1,,3,,12,40,,.,40,,,2,,,,,,,,,3,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,1,2008,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,,1,41,55,,4,,5529,,,8,57.40021754
991383,1,1,1,60,8,2,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,100000,1,,3,,12,40,,.,40,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,8,,1,58,74,,4,,7492,,100000,8,535.1243444
991383,1,2,1,60,8,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,160000,1,,3,,12,40,,.,40,,,2,,,,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,5,,1,55,74,,4,,7493,,160000,8,535.1243444
991384,1,2,1,60,8,1,2,1,,1,1,,1,1,1,156,,2,,1323000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,700000,,2,1,2,2,,,,,,,,,,,12,50,,.,50,,,2,,,,,,,,,7,7,,1,1,1,13,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,1,,1,52,55,,1,,5511,,1323000,8,374.8564282
991385,1,2,1,60,8,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,350000,1,,3,,12,48,,.,48,,,1,7,17,2,,,,,,3,7,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,77,15,,4,,1551,,350000,8,621.2668026
991385,2,1,2,60,8,1,2,1,,1,1,,1,1,1,23,,1,,461500,2,,,2,,2,,2,,2,,,50000,,,,2,,1,2,,2,2,2,,,,1,,245000,,250000,2,2,1,2,,,,,,,,,,,12,48,,.,48,,,1,7,15,2,,,,,,7,7,,1,2,1,5,1,1,,,,,,,,,1,1,72,4,,2,,,,,3,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,55,20,,1,,2020,,461500,8,621.2668026
991385,2,2,2,60,8,2,,,,,,,,,,160,,1,,120000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,60000,60000,,2,1,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,16,2,,,,,,1,2,,2,,,,1,,,,,,1,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,54,95,,3,,9500,,120000,8,621.2668026
991388,1,1,1,60,8,1,1,,,1,1,,2,2,2,240,,1,,400000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,2,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,53,55,,1,,5521,,400000,8,503.3752141
991388,1,3,1,60,8,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,500000,1,,3,,12,48,,.,48,,,2,,,,,,,,,2,1,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,53,55,,4,,5521,,500000,8,503.3752141
991388,1,4,1,60,8,1,2,2,12,2,1,,1,1,1,144,,3,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,12,1,1,,,,,,,,,1,2,,,,2,,,,,,1,,,,,,,,,,,,1,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,45,52,74,1,7491,5211,7491,461500,8,503.3752141
991390,1,1,1,60,8,2,,,,,,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,600000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,85,52,,4,,5272,,600000,8,607.3268834
991390,1,4,1,60,8,1,2,1,,1,1,,1,1,1,48,,1,,650000,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,2,,,,,,9,7,,1,1,1,4,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,84,20,,1,,2090,,650000,8,607.3268834
991392,1,1,1,60,8,1,1,,,1,1,,2,2,2,7,,1,,500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,3,7,,2,,,,1,,,,,,,,1,,9,1,180,1,,2,,,,,1,,,,,,,,,,,,,2,2,2,,,,2,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,77,15,,1,,1551,,500000,8,585.4735468
991394,1,1,1,60,8,2,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,12,48,,.,48,,,1,7,17,2,,,,,,1,1,,2,,,,1,,,,,,,,1,,2,1,72,1,,2,,,,,4,,,,,,,,,,,,,,2,,,,,,,,10,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,80,19,,4,,1931,,300000,8,482.4066587
991397,1,1,1,60,8,1,1,,,1,1,,2,2,2,240,,1,,461500,1,200000,2,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,96,,.,96,,,1,4,20,2,,,,,,6,4,,1,1,1,16,1,1,,,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,98,60,,1,,6021,,461500,8,4.593412597
991397,1,4,1,60,8,2,,,,,,,,,,4,,1,,500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,2,2,,2,,,,1,,,,,,,,1,,2,1,48,1,,2,,,,,9,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,59,85,,1,,8519,,500000,8,4.593412597
991397,1,8,1,60,8,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,87,28,,4,,2892,,400000,8,4.593412597
991401,1,1,1,60,8,1,2,1,,1,1,,1,1,1,276,,5,,1700000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,1,,850000,850000,850000,2,1,1,2,,,,,,,,,,,12,60,,.,60,,,2,,,,,,,,,9,7,,1,3,1,23,1,1,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,58,75,,2,,7522,,1700000,8,613.0644772
991404,1,1,1,60,8,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,450000,1,,3,,12,48,,.,48,,,2,,,,,,,,,2,1,,3,,,,,,,,,,,,,,2,1,240,1,,2,,,,,0,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,41,60,,4,,6031,,450000,8,450.6575284
991405,1,1,1,60,8,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0,1,,3,,12,48,,.,48,,,2,,,,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,84,50,,4,,5020,,0,8,581.7586771
991405,1,3,1,60,8,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,500000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,48,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,,2,2,3,3,3,2,2,3,3,3,,1,93,45,,4,,4552,,500000,8,581.7586771
991405,1,4,1,60,8,1,2,2,12,2,1,,1,1,1,48,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,231000,231000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,4,1,1,,,,,,,,,1,1,12,1,,2,,,,,0,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,90,25,74,1,7491,2529,7491,461500,8,581.7586771
991407,1,1,1,60,8,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,600000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,7,,2,,,,1,,,,,,,,1,,2,1,60,4,,2,,,,,6,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,41,52,,4,,5225,,600000,8,478.5016227
991407,1,2,1,60,8,1,1,,,1,1,,2,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,.,48,,,1,8,18,2,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,45,52,,6,,5225,,,8,478.5016227
991407,1,3,1,60,8,1,1,,,1,1,,2,2,2,12,,1,,500000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,7,17,2,,,,,,2,9,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,95,45,,1,,4521,,500000,8,478.5016227
991408,1,1,1,60,8,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1000000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,7,,2,,,,1,,,,,,,,1,,2,1,72,4,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,41,50,,4,,5012,,1000000,8,52.85443504
991413,1,1,1,60,8,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,550000,1,,3,,12,60,,.,60,,,1,6,18,2,,,,,,1,4,,2,,,,1,,,,,,,,1,,2,1,48,1,,2,,,,,3,,,,,,,,,,,,,,2,,,,,,,,5,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,1,98,60,,4,,6031,,550000,8,460.0564217
991413,1,2,1,60,8,1,2,1,,1,1,,2,2,2,36,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,231500,231500,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,6,7,,1,1,1,15,1,1,,,,,,,,,1,1,96,1,,2,,,,,4,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,59,85,,1,,8512,,461500,8,460.0564217
991413,1,3,1,60,8,1,2,1,,1,1,,1,1,1,48,,1,,700000,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,5,1,1,,,,,,,,,1,1,8,1,,2,,,,,5,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,3,64,,1,,6421,,700000,8,460.0564217
991415,1,1,1,60,8,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,400000,1,,3,,12,60,,.,60,,,1,6,18,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,1,41,52,,4,,5221,,400000,8,725.7891181
991415,1,2,1,60,8,1,1,,,1,1,,2,2,2,84,,1,,280000,2,,,1,100000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,6,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,54,95,,3,,9500,,380000,8,725.7891181
991415,1,3,1,60,8,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,650000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,84,50,,4,,5040,,650000,8,725.7891181
991415,1,4,1,60,8,1,2,2,12,1,1,,1,1,1,48,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,232000,232000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,6,1,1,,,,,,,,,1,1,24,1,,2,,,,,2,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,97,15,,1,,1594,,461500,8,725.7891181
991415,1,8,1,60,8,1,2,2,12,2,1,,1,1,1,12,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,232000,232000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,1,1,1,,,,,,,,,2,2,,,,2,,,,,,3,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,99,15,74,1,7491,1594,7491,461500,8,725.7891181
991415,2,1,2,60,8,1,2,2,12,2,1,,1,1,1,12,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,232000,232000,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,1,1,1,,,,,,,,,1,1,48,4,,2,,,,,5,1,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,97,15,74,1,7491,1511,7491,461500,8,725.7891181
991418,1,2,1,60,8,2,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,600000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,1,7,1,,2,,,,,2,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,93,50,,4,,5040,,600000,8,5.30387838
991418,1,3,1,60,8,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,500000,1,,3,,12,48,,.,48,,,1,8,18,1,8,20,2,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,57,93,,4,,9302,,500000,8,5.30387838
991420,1,1,1,60,8,1,2,1,,1,1,,1,1,1,72,,1,,461500,2,,,2,,2,,2,,2,,,55000,,,,2,,1,2,,2,2,2,,,,2,,,231500,231500,2,1,1,2,,,,,,,,,,,12,48,,.,48,,,2,,,,,,,,,9,7,,1,1,1,10,1,1,,,,,,,,,1,1,36,1,,2,,,,,0,,,,,,,,,,,,,2,1,2,,,,2,,,1,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,,1,80,19,,1,,1921,,461500,8,57.40021754
991420,1,2,1,60,8,1,1,,,1,1,,2,2,2,9,,1,,180000,2,,,1,120000,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,48,,.,48,,,1,6,16,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,1,48,3,,2,,,,,12,,,,,,,,,,,,,2,2,2,,,,2,,,3,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,3,3,,1,54,95,,3,,9500,,300000,8,57.40021754
991423,1,1,1,60,8,1,1,,,1,1,,2,2,2,36,,1,,650000,2,,,2,,2,,2,,2,,,,,,,,,2,2,,2,2,2,,,,2,,,,,2,2,2,2,,,,,,,,,,,12,60,,.,60,,,1,7,19,2,,,,,,2,7,,2,,,,1,,,,,,,,1,,2,1,120,1,,2,,,,,0,,,,,,,,,,,,,2,2,2,,,,2,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,3,,1,98,60,,1,,6031,,650000,8,431.4791499
991425,1,2,1,60,8,2,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,48,,.,48,,,1,8,18,2,,,,,,2,6,,2,,,,1,,,1,,,,,,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,84,50,,4,,5020,,400000,8,613.2013327
991425,1,3,1,60,8,2,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,300000,1,,3,,12,60,,.,60,,,1,4,16,2,,,,,,2,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,2,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,8,,1,77,52,,4,,5223,,300000,8,613.2013327
991426,1,1,1,60,8,2,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,440000,1,,3,,12,60,,.,60,,,1,17,5,2,,,,,,1,6,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,1,1,2,1,1,2,2,2,1,1,2,,2,1,,3,3,2,3,3,3,2,2,3,8,,1,58,74,,4,,7492,,440000,8,482.7097496
991426,2,2,2,60,8,2,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,400000,1,,3,,12,42,,.,46,,,1,6,18,2,,,,,,1,2,,2,,,,1,,,,,,,,1,,2,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,,2,2,2,3,3,2,2,2,3,8,,1,55,74,,4,,7493,,400000,8,482.7097496
