DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5324293,1,1,1,18,1,1081,10,1,43.20118618,18,2020,12,202012,70,40,48,1,2,40,1,3,2,1,,,,,,,,1,2,,867000,2,,77,77,2,
5324306,1,2,1,63,1,9499,94,1,75.697625135,63,2020,12,202012,70,48,48,1,2,96,1,6,2,1,,,,,,,,1,2,,877803,2,,39,39,2,
5324312,1,2,1,18,1,9700,97,1,90.668145334,18,2020,12,202012,70,3,48,3,2,4,3,1,2,1,,,,,,,,1,2,,900000,2,,54,54,1,
5324315,1,1,1,18,1,8610,86,1,102.56446273,18,2020,12,202012,70,56,48,1,2,56,1,9,2,1,,,,,,,,1,2,,900000,2,,55,55,2,
5324317,1,1,1,18,1,5511,55,1,62.124016995,18,2020,12,202012,70,8,48,1,2,8,1,3,2,1,,,,,,,,1,2,,890000,2,,53,54,1,
5324317,1,4,1,18,1,5619,56,1,62.124016995,18,2020,12,202012,70,20,48,1,2,20,1,3,2,1,,,,,,,,1,2,,800000,2,,53,53,2,
5324319,1,1,1,18,1,5021,50,1,99.425186304,18,2020,12,202012,70,16,40,1,2,20,1,3,2,1,,,,,,,,1,2,,800000,2,,98,98,2,
5324322,1,3,1,18,1,.,,1,88.491490046,18,2020,12,202012,70,8,40,1,1,,,,,,,,,,,,,,,,800000,,,45,,1,
5324327,1,1,1,05,1,8552,85,1,1142.7060653,05,2020,12,202012,70,36,48,2,2,36,4,1,2,2,,,,,,,,1,2,,1200000,2,,18,18,2,
5324328,1,1,1,23,1,0141,01,1,98.680935789,23,2020,12,202012,70,8,48,1,2,8,8,3,2,1,,,,,,,,1,2,,877803,2,,98,62,1,
5324329,1,2,1,23,1,4663,46,1,328.001887,23,2020,12,202012,70,4,48,1,2,4,1,5,2,1,,,,,,,,1,1,877803,877803,2,,83,83,1,
5324333,1,3,1,63,1,.,,1,162.7354731,63,2020,12,202012,70,52,48,1,1,,,,,,,,,,,,,,,,1200000,,,02,,2,
5324334,1,2,1,63,1,4330,43,1,147.06173887,63,2020,12,202012,70,20,54,4,2,10,4,1,2,4,,,,,,,,1,2,,900000,2,,93,93,2,
5324334,1,3,1,63,1,1081,10,1,147.06173887,63,2020,12,202012,70,40,48,1,2,40,5,2,2,4,,,,,,,,1,2,,1200000,2,,03,77,2,
5324335,1,8,1,05,1,4752,47,1,1169.5964582,05,2020,12,202012,70,36,48,1,2,36,1,2,2,1,,,,,,,,1,2,,877803,2,,95,97,2,
5324337,1,3,1,05,1,1311,13,1,1185.5767236,05,2020,12,202012,70,16,48,1,2,120,1,9,2,1,,,,,,,,1,2,,1500000,2,,07,75,2,
5324338,1,2,1,23,1,8890,88,1,273.51261337,23,2020,12,202012,70,40,48,1,2,40,1,9,2,1,,,,,,,,1,2,,877803,2,,32,32,2,
5324338,1,3,1,23,1,.,,1,273.51261337,23,2020,12,202012,70,8,48,1,1,,,,,,,,,,,,,,,,1500000,,,02,,1,
5324359,1,3,1,08,1,4112,41,1,680.48889018,08,2020,12,202012,70,4,60,1,2,12,1,7,2,1,,,,,,,,1,2,,877803,2,,19,19,1,
5324382,1,3,1,68,1,4111,41,1,285.46077191,68,2020,12,202012,70,2,48,1,2,3,1,2,2,1,,,,,,,,1,1,500000,877803,2,,02,93,1,
5324384,1,1,1,68,1,8544,85,1,790.48567802,68,2020,12,202012,70,2,48,1,2,2,1,9,2,1,1,,,,,,,,1,600000,2500000,1,1,13,13,1,
5324388,1,2,1,23,1,3811,38,1,347.59073618,23,2020,12,202012,70,62,48,1,2,68,1,9,2,2,,,,,,,,1,2,,877803,2,,32,32,2,
5324390,1,3,1,23,1,4771,47,1,98.680935789,23,2020,12,202012,70,20,48,1,2,40,1,4,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5324391,1,3,1,23,1,4792,47,1,98.680935789,23,2020,12,202012,70,44,48,1,2,50,4,1,2,1,,,,,,,,1,2,,600000,2,,45,45,2,
5324392,1,1,1,23,1,8530,85,1,394.72374316,23,2020,12,202012,70,90,48,1,2,99,1,7,2,1,,,,,,,,1,2,,877803,2,,13,13,2,
5324394,1,2,1,23,1,8551,85,1,98.680935789,23,2020,12,202012,70,3,48,1,2,3,2,9,2,1,1,,,,,,,,1,4200000,3500000,1,1,13,13,1,
5324399,1,2,1,11,1,8530,85,1,3245.6232516,11,2020,12,202012,70,4,48,1,2,4,1,9,2,1,1,,,,,,,,2,,1500000,1,1,13,13,1,
5324399,1,3,1,11,1,8699,86,1,3245.6232516,11,2020,12,202012,70,12,48,1,2,40,1,9,2,4,,,,,,,,1,2,,1200000,2,,15,38,1,
5324411,1,1,1,27,1,9700,97,1,42.755659218,27,2020,12,202012,70,8,40,3,2,51,3,1,2,1,,,,,,,,1,2,,300000,2,,54,54,1,
5324411,1,11,1,27,1,6511,65,1,42.755659218,27,2020,12,202012,70,16,40,2,2,51,1,9,2,1,,,,,,,,1,2,,970000,2,,39,39,2,
5324424,1,1,1,27,1,8890,88,1,77.091362329,27,2020,12,202012,70,5,48,1,2,7,1,9,2,1,,,,,,,,1,2,,877116,2,,54,54,1,
5324425,1,2,1,99,1,,,1,53.582834898,99,2020,12,202012,70,30,40,8,2,36,1,4,2,4,,,,,,,,1,2,,900000,2,,,,,
5324425,1,4,1,99,1,,,1,53.582834898,99,2020,12,202012,70,20,40,1,2,98,1,4,2,1,,,,,,,,1,2,,1800000,2,,,,,
5324426,1,1,1,99,1,,,1,34.104433359,99,2020,12,202012,70,4,48,1,2,4,4,6,2,1,,,,,,,,1,2,,600000,2,,,,,
5324426,1,4,1,99,1,,,1,34.104433359,99,2020,12,202012,70,40,40,1,2,48,1,5,2,1,,,,,,,,1,2,,800000,2,,,,,
5324428,1,2,1,99,1,,,1,57.963525419,99,2020,12,202012,70,34,70,1,2,34,1,5,2,1,,,,,,,,1,2,,800000,2,,,,,
5324431,1,1,1,99,1,,,1,47.053190143,99,2020,12,202012,70,2,40,2,2,30,4,9,2,1,,,,,,,,1,2,,1500000,2,,,,,
5324433,1,2,1,27,1,4220,42,1,81.506488375,27,2020,12,202012,70,6,40,1,2,53,1,9,2,1,,,,,,,,1,2,,877116,2,,13,59,1,
5324442,1,2,1,52,1,5221,52,1,304.54602254,52,2020,12,202012,70,8,30,3,2,12,1,2,2,1,,,,,,,,1,2,,200000,2,,54,58,1,
5324442,1,6,1,52,1,8121,81,1,304.54602254,52,2020,12,202012,70,8,40,1,2,20,4,1,2,1,,,,,,,,1,2,,300000,2,,45,55,1,
5324448,1,1,1,52,1,8121,81,1,208.27289556,52,2020,12,202012,70,4,30,3,2,256,4,1,2,1,,,,,,,,1,2,,700000,2,,54,55,1,
5324454,1,1,1,54,1,4921,49,1,412.77204433,54,2020,12,202012,70,8,48,4,2,25,4,1,2,2,,,,,,,,1,2,,700000,2,,97,98,1,
5324455,1,1,1,54,1,1513,15,1,436.21677813,54,2020,12,202012,70,2,48,4,2,3,4,1,2,1,,,,,,,,1,1,700000,700000,2,,80,80,1,
5324458,1,2,1,47,1,9700,97,1,177.7360248,47,2020,12,202012,70,32,48,3,2,32,3,1,2,1,,,,,,,,1,2,,650000,2,,54,54,2,
5324459,1,1,1,47,1,5511,55,1,127.2588729,47,2020,12,202012,70,36,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877800,2,,53,53,2,
5324463,1,2,1,70,1,8691,86,1,143.37386116,70,2020,12,202012,70,30,45,1,2,36,1,5,2,1,,,,,,,,1,2,,1400000,2,,05,05,2,
5324463,1,3,1,70,1,8890,88,1,143.37386116,70,2020,12,202012,70,40,46,1,2,42,1,9,2,1,,,,,,,,1,2,,1500000,2,,13,13,2,
5324484,1,5,1,05,1,1410,14,1,572.00279453,05,2020,12,202012,70,12,48,1,2,12,1,4,2,2,,,,,,,,1,2,,1200000,2,,84,79,1,
5324488,1,1,1,05,1,4711,47,1,1409.9985819,05,2020,12,202012,70,52,48,1,2,3,1,2,2,1,,,,,,,,1,2,,878000,2,,53,45,2,
5324492,1,2,1,15,1,8530,85,1,122.24333067,15,2020,12,202012,70,12,48,2,2,16,1,5,2,3,,,,1,,,,,2,,1800000,1,1,13,13,1,
5324510,1,4,1,,1,4711,47,1,755.18170908,08,2020,12,202012,70,3,48,1,2,3,1,2,2,1,,,,,,,,1,1,450000,900000,2,,45,45,1,
5324514,1,2,1,,1,8621,86,1,1398.3685105,08,2020,12,202012,70,2,48,1,2,3,1,9,2,1,,,,,,,,1,1,1500000,1000000,2,,03,03,1,
5324519,1,4,1,,1,9609,96,1,1346.930269,08,2020,12,202012,70,8,48,1,2,30,1,4,2,1,,,,,,,,1,2,,900000,2,,39,39,1,
5324521,1,2,1,17,1,5613,56,1,337.97843413,17,2020,12,202012,70,12,48,1,2,36,1,2,2,1,,,,,,,,1,2,,1000000,2,,97,50,1,
5324521,1,4,1,17,1,6511,65,1,337.97843413,17,2020,12,202012,70,24,48,1,2,30,1,5,2,2,,,,,,,,1,2,,877803,2,,45,44,2,
5324527,1,1,1,17,1,8299,82,1,265.274358,17,2020,12,202012,70,4,48,1,2,12,1,9,2,3,,,1,,,1,,,2,,950000,2,,38,44,1,
5324546,1,2,1,19,1,8544,85,1,121.01626507,19,2020,12,202012,70,52,45,1,2,52,1,6,2,1,,,,,,,,1,2,,1800000,2,,05,05,2,
5324558,1,2,1,,1,8412,84,1,1341.6706295,08,2020,12,202012,70,32,48,1,2,35,4,9,2,1,,,,,,,,1,2,,1900000,2,,30,30,2,
5324567,1,3,1,,1,8412,84,1,1044.9132098,08,2020,12,202012,70,4,48,1,2,72,4,9,2,7,,,,,,,,1,2,,900000,2,,45,32,1,
5324568,1,2,1,05,1,8621,86,1,1120.2833642,05,2020,12,202012,70,16,48,1,2,16,1,9,2,1,,,,,,,,1,2,,1000000,2,,11,39,2,
5324570,1,2,1,05,1,4771,47,1,1361.4478858,05,2020,12,202012,70,24,48,1,2,32,1,8,2,2,,,,,,,,1,2,,877803,2,,45,45,2,
5324572,1,2,1,05,1,4771,47,1,1056.0045447,05,2020,12,202012,70,72,48,1,2,84,1,9,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5324578,1,3,1,05,1,4771,47,1,1312.1977791,05,2020,12,202012,70,100,48,1,2,130,1,4,2,1,,,,,,,,1,2,,877803,2,,97,97,2,
5324578,1,4,1,05,1,1011,10,1,1312.1977791,05,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,877803,2,,97,97,1,
5324579,1,3,1,05,1,4330,43,1,1113.0925466,05,2020,12,202012,70,20,48,4,2,20,4,1,2,1,,,,,,,,1,2,,877803,2,,93,93,2,
5324580,1,1,1,05,1,8422,84,1,1231.4052777,05,2020,12,202012,70,5,60,1,2,5,1,9,2,9,1,,,,,,,,2,,877803,1,1,07,07,1,
5324586,1,1,1,,1,4321,43,1,1868.5698739,76,2020,12,202012,70,48,50,1,2,48,1,9,2,2,,,,,,,,1,2,,877000,2,,85,85,2,
5324594,1,4,1,05,1,8422,84,1,1475.788941,05,2020,12,202012,70,52,48,1,2,52,2,9,2,4,,,,,,,,1,2,,877803,2,,58,58,2,
5324597,1,2,1,05,1,5611,56,1,1237.0676626,05,2020,12,202012,70,36,48,1,2,36,1,4,2,2,,,,,,,,1,2,,877803,2,,45,53,2,
5324600,1,1,1,05,1,4759,47,1,1621.0361023,05,2020,12,202012,70,28,48,4,2,28,4,1,2,6,,,,,,,,1,2,,877803,2,,41,41,2,
5324611,1,4,1,73,1,5613,56,1,141.48339899,73,2020,12,202012,70,24,48,1,2,52,1,3,2,1,,,,,,,,1,2,,700000,2,,45,53,2,
5324616,1,2,1,73,1,1410,14,1,490.07262768,73,2020,12,202012,70,36,48,1,2,36,1,9,2,4,,,,,,,,1,2,,1000000,2,,16,16,2,
5324616,1,3,1,73,1,9312,93,1,490.07262768,73,2020,12,202012,70,36,48,1,2,36,1,7,2,4,,,,,,,,1,2,,1000000,2,,18,18,2,
5324617,1,3,1,73,1,6910,69,1,332.37976554,73,2020,12,202012,70,5,48,1,2,5,4,9,2,1,,,,,,,,1,2,,1200000,2,,03,03,1,
5324627,1,3,1,,1,4921,49,1,1168.5885833,08,2020,12,202012,70,4,48,1,2,32,1,9,2,1,,,,,,,,1,2,,1000000,2,,58,36,1,
5324656,1,1,1,,1,4781,47,1,1395.9645404,08,2020,12,202012,70,48,48,1,2,4,4,1,2,2,,,,,,,,1,2,,1500000,2,,02,45,2,
5324665,1,3,1,,1,.,,1,1439.1492767,08,2020,12,202012,70,22,48,1,1,,,,,,,,,,,,,,,,1200000,,,59,,2,
5324671,1,2,1,15,1,8530,85,1,55.590090288,15,2020,12,202012,70,4,40,1,2,4,1,9,2,4,,,,,,,,1,2,,2500000,2,,13,13,1,
5324672,1,1,1,52,1,8551,85,1,224.8560425,52,2020,12,202012,70,2,48,4,2,2,4,9,2,1,1,,,,,,,,1,3500000,3500000,1,2,13,13,1,
5324675,1,2,1,52,1,8691,86,1,270.57213416,52,2020,12,202012,70,4,48,1,2,12,1,2,2,1,,,,,,,,1,2,,877803,2,,45,45,1,
5324689,1,5,1,50,1,4111,41,1,249.09845126,50,2020,12,202012,70,2,48,1,2,2,1,6,2,4,,,,,,,,1,1,300000,908000,2,,95,95,1,
5324690,1,2,1,85,1,,,1,319.47842487,85,2020,12,202012,70,12,30,4,2,16,4,1,2,1,,,,,,,,1,2,,350000,2,,,,,
5324694,1,1,1,85,1,,,1,393.90647531,85,2020,12,202012,70,32,48,1,2,32,1,3,2,1,,,,,,,,1,2,,500000,2,,,,,
5324694,1,2,1,85,1,,,1,393.90647531,85,2020,12,202012,70,8,48,1,2,8,1,4,2,1,,,,,,,,1,2,,877803,2,,,,,
5324714,1,2,1,,1,.,,1,1256.5803769,08,2020,12,202012,70,2,48,1,1,,,,,,,,,,,,,,,,1300000,,,19,,1,
5324719,1,2,1,,2,4111,41,1,6824.7084946,08,2020,12,202012,70,20,40,1,2,3,1,4,2,1,,,,,,,,1,2,,877803,2,,97,97,2,
5324720,1,2,1,,1,8413,84,1,2106.8473032,76,2020,12,202012,70,32,30,2,2,44,4,9,2,4,1,,,,,,,,2,,2800000,1,1,06,06,2,
5324726,1,2,1,17,1,7010,70,1,307.16191647,17,2020,12,202012,70,20,40,1,2,36,1,9,2,1,,,,,,,,1,2,,1500000,2,,07,07,2,
5324733,1,3,1,17,1,.,,1,233.12938691,17,2020,12,202012,70,1,48,1,1,,,,,,,,,,,,,,,,877802,,,38,,1,
5324759,1,2,1,68,1,4769,47,1,808.21124263,68,2020,12,202012,70,24,48,1,2,24,1,2,2,2,,,,,,,,1,1,500000,980000,2,,45,45,2,
5324763,1,2,1,,2,9700,97,1,7310.367761,76,2020,12,202012,70,1,35,3,2,35,3,1,2,7,,,,,,,,1,2,,450000,2,,54,54,1,
5324776,1,1,1,19,1,4290,42,1,151.3176701,19,2020,12,202012,70,12,56,1,2,16,1,9,2,8,,,,,,,,1,2,,908526,2,,97,97,1,
5324776,1,2,1,19,1,8621,86,1,151.3176701,19,2020,12,202012,70,16,56,1,2,16,1,7,2,7,,,,,,,,1,2,,908526,2,,59,59,2,
5324788,1,2,1,41,1,5611,56,1,301.58845178,41,2020,12,202012,70,12,48,1,2,98,1,3,2,1,,,,,,,,1,2,,877000,2,,32,53,1,
5324791,1,1,1,41,1,6120,61,1,286.39399492,41,2020,12,202012,70,4,48,1,2,432,1,9,2,4,,,,,,,,1,2,,877000,2,,45,44,1,
5324791,1,2,1,41,1,8551,85,1,286.39399492,41,2020,12,202012,70,4,48,1,2,4,4,9,2,4,,,,,,,,1,1,2050000,877000,2,,13,13,1,
5324792,1,3,1,41,1,4290,42,1,92.490121786,41,2020,12,202012,70,8,48,1,2,28,1,3,2,1,,,,,,,,1,2,,2500000,2,,11,11,1,
5324795,1,3,1,41,1,5613,56,1,92.490121786,41,2020,12,202012,70,48,48,1,2,48,1,2,2,1,,,,,,,,1,2,,877000,2,,32,53,2,
5324799,1,2,1,95,1,,,1,137.88427751,95,2020,12,202012,70,8,40,1,2,98,1,2,2,2,,,,,,,,1,2,,908000,2,,,,,
5324802,1,2,1,27,1,9700,97,1,49.532088076,27,2020,12,202012,70,104,48,2,2,60,3,1,2,1,,,,,,,,1,2,,900000,2,,59,54,2,
5324803,1,1,1,27,1,8121,81,1,56.937158089,27,2020,12,202012,70,258,48,3,2,10,4,1,2,1,,,,,,1,,,2,,500000,2,,54,54,2,
5324803,1,2,1,27,1,4111,41,1,56.937158089,27,2020,12,202012,70,4,48,4,2,2,4,2,2,1,,,,,,1,,,2,,700000,2,,95,95,1,
5324804,1,1,1,27,1,8511,85,1,107.22268494,27,2020,12,202012,70,52,48,1,2,168,1,7,2,1,,,,,,,,1,2,,500000,2,,39,77,2,
5324813,1,3,1,54,1,4111,41,1,421.36136695,54,2020,12,202012,70,3,48,4,2,3,4,1,2,1,,,,,,,,1,1,200000,900000,2,,98,95,1,
5324815,1,2,1,54,1,1522,15,1,424.41714349,54,2020,12,202012,70,40,48,4,2,40,4,1,2,1,,,,,,,,1,2,,600000,2,,80,80,2,
5324816,1,1,1,63,1,9007,90,1,220.68647559,63,2020,12,202012,70,42,50,1,2,2,4,1,2,4,,,,,,,,1,1,200000,1000000,2,,70,17,2,
5324816,1,3,1,63,1,9319,93,1,220.68647559,63,2020,12,202012,70,5,45,1,2,3,4,1,2,8,,,,,,,,1,1,100000,1000000,2,,18,18,1,
5324821,1,3,1,63,1,8622,86,1,223.7391016,63,2020,12,202012,70,2,30,4,2,52,4,1,2,1,,,,,,,,1,2,,240000,2,,59,59,1,
5324824,1,2,1,63,1,8121,81,1,166.22912633,63,2020,12,202012,70,7,45,4,2,7,4,1,2,1,,,,,,,,1,2,,400000,2,,55,55,1,
5324826,1,3,1,63,1,9700,97,1,227.95320092,63,2020,12,202012,70,60,45,1,2,60,3,1,2,1,,,,,,,,1,2,,1200000,2,,97,59,2,
5324831,1,2,1,63,1,5611,56,1,80.678052221,63,2020,12,202012,70,156,48,3,2,208,1,3,2,1,,1,,,,,,,2,,908526,1,4,55,53,2,
5324840,1,1,1,54,1,4771,47,1,399.9707611,54,2020,12,202012,70,36,48,4,2,36,4,1,2,2,,,,,,,,1,2,,600000,2,,45,41,2,
5324844,1,3,1,73,1,.,,1,282.99809686,73,2020,12,202012,70,18,48,1,1,,,,,,,,,,,,,,,,877000,,,45,,2,
5324848,1,3,1,86,1,,,1,76.885667016,86,2020,12,202012,70,52,48,1,2,52,4,9,2,1,,,,,,,,1,2,,1200000,2,,,,,
5324851,2,2,2,73,1,4111,41,1,522.8770057,73,2020,12,202012,70,1,48,1,2,8,1,2,2,4,,,,,,,,1,2,,877803,2,,95,95,1,
5324851,2,3,2,73,1,4723,47,1,522.8770057,73,2020,12,202012,70,49,48,1,2,49,1,3,2,1,,,,,,,,1,2,,877803,2,,97,45,2,
5324855,1,1,1,73,1,6412,64,1,357.08111913,73,2020,12,202012,70,49,48,1,2,52,1,9,2,6,,,,,,,,1,2,,877803,2,,33,33,2,
5324855,1,4,1,73,1,.,,1,357.08111913,73,2020,12,202012,70,2,48,1,1,,,,,,,,,,,,,,,,877803,,,55,,1,
5324861,1,1,1,76,1,9700,97,1,863.18463075,76,2020,12,202012,70,4,48,1,2,36,3,4,2,2,,,,,,,,1,2,,1200000,2,,53,53,1,
5324863,1,1,1,76,1,4111,41,1,1049.7497505,76,2020,12,202012,70,12,50,5,2,9,5,3,2,1,,,,,,,,1,1,160000,1440000,2,,95,95,1,
5324869,1,2,1,73,1,8412,84,1,141.48339899,73,2020,12,202012,70,2,48,1,2,26,4,9,2,1,,,,,,,,1,2,,1000000,2,,12,12,1,
5324869,1,4,1,73,1,5511,55,1,141.48339899,73,2020,12,202012,70,24,48,1,2,24,1,4,2,4,,,,,,,,1,2,,1000000,2,,12,39,2,
5324870,1,2,1,23,1,9700,97,1,98.680935789,23,2020,12,202012,70,48,48,3,2,48,3,1,2,1,,,,,,,,1,2,,400000,2,,54,54,2,
5324870,1,3,1,23,1,.,,1,98.680935789,23,2020,12,202012,70,48,48,1,1,,,,,,,,,,,,,,,,877803,,,32,,2,
5324872,1,3,1,23,1,8530,85,1,98.680935789,23,2020,12,202012,70,96,48,1,2,96,1,6,2,1,,,,,,,,1,2,,877803,2,,13,13,2,
5324873,1,1,1,23,1,7500,75,1,98.680935789,23,2020,12,202012,70,8,48,4,2,8,4,1,2,2,,,,,,,,1,2,,400000,2,,06,06,1,
5324873,1,4,1,23,1,4771,47,1,98.680935789,23,2020,12,202012,70,32,48,1,2,32,1,3,2,1,,,,,,,,1,2,,1000000,2,,44,45,2,
5324882,1,1,1,44,1,9700,97,1,78.763973709,44,2020,12,202012,70,32,48,3,2,12,3,1,2,1,,,,,,,,1,2,,450000,2,,54,54,2,
5324895,1,2,1,44,1,8530,85,1,73.682102655,44,2020,12,202012,70,40,40,1,2,40,1,6,2,1,,,,,,,,1,2,,877300,2,,02,21,2,
5324902,1,4,1,44,1,4772,47,1,39.139483458,44,2020,12,202012,70,52,40,1,2,52,1,3,2,1,,,,,,,,1,2,,1500000,2,,21,45,2,
5324902,1,9,1,44,1,4782,47,1,39.139483458,44,2020,12,202012,70,4,40,3,2,1,4,1,2,1,,,,,,,,1,1,120000,500000,2,,54,45,1,
5324903,1,1,1,44,1,9700,97,1,36.274447703,44,2020,12,202012,70,52,40,3,2,52,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,2,
5324904,1,4,1,44,1,4752,47,1,48.037154589,44,2020,12,202012,70,4,40,1,2,4,4,3,2,1,,,,,,,,1,1,800000,877300,2,,39,39,1,
5324907,1,3,1,44,1,8412,84,1,53.718164557,44,2020,12,202012,70,52,40,2,2,52,2,9,2,1,,,,,,,,1,2,,2500000,2,,12,12,2,
5324908,1,2,1,18,1,5611,56,1,101.68008388,18,2020,12,202012,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,1,250000,900000,2,,53,53,1,
5324910,1,1,1,18,1,8621,86,1,92.281177359,18,2020,12,202012,70,16,48,1,2,16,1,9,2,4,,,,,,,,1,2,,1000000,2,,59,59,2,
5324912,1,1,1,18,1,9521,95,1,41.072040707,18,2020,12,202012,70,48,40,4,2,96,4,1,2,1,,,,,,,,1,2,,600000,2,,03,85,2,
5324912,1,3,1,18,1,8621,86,1,41.072040707,18,2020,12,202012,70,24,48,1,2,240,1,9,2,1,,,,,,,,1,2,,908526,2,,85,32,2,
5324912,1,4,1,18,1,4921,49,1,41.072040707,18,2020,12,202012,70,24,48,1,2,56,1,9,2,8,1,,,,,,,,2,,908526,1,1,32,33,2,
5324913,1,1,1,18,1,8412,84,1,48.558947806,18,2020,12,202012,70,48,48,2,2,48,2,9,2,9,1,,,,,,,,2,,2500000,1,1,11,39,2,
5324913,1,2,1,18,1,8610,86,1,48.558947806,18,2020,12,202012,70,24,48,2,2,192,2,9,2,9,1,,,,,,,,2,,2000000,1,2,11,11,2,
5324913,1,4,1,18,1,8544,85,1,48.558947806,18,2020,12,202012,70,120,48,1,2,28,4,9,2,9,,,,,,,,1,2,,1500000,2,,02,13,2,
5324917,1,2,1,18,1,8412,84,1,92.142680748,18,2020,12,202012,70,1,48,4,2,1,4,9,2,9,1,,,,,,,,1,1300000,1300000,1,1,32,32,1,
5324919,1,1,1,18,1,8544,85,1,197.8250974,18,2020,12,202012,70,1,48,4,2,4,4,9,2,1,,,1,,,,,,1,750000,1500000,2,,13,13,1,
5324919,1,2,1,18,1,9319,93,1,197.8250974,18,2020,12,202012,70,44,48,4,2,44,4,1,2,1,,,,,,,,1,2,,1000000,2,,18,18,2,
5324929,1,1,1,47,1,2511,25,1,224.35094144,47,2020,12,202012,70,48,13,1,2,14,1,9,1,1,,,,,,,,1,2,,1000000,2,,03,97,2,
5324931,1,5,1,47,1,4111,41,1,150.6598975,47,2020,12,202012,70,24,48,1,2,144,4,1,2,4,,,,,,,,1,2,,98,2,,45,95,2,
5324932,1,2,1,47,1,4711,47,1,135.55540374,47,2020,12,202012,70,96,48,1,2,96,1,9,2,1,,,,,,,,1,2,,877800,2,,33,33,2,
5324937,1,1,1,73,1,4111,41,1,411.92755167,73,2020,12,202012,70,6,48,1,2,5,1,2,2,1,,,,,,,,1,2,,900000,2,,95,95,1,
5324940,1,4,1,73,1,4111,41,1,141.48339899,73,2020,12,202012,70,3,48,1,2,3,1,2,2,1,,,,,,,,1,1,400000,900000,2,,95,95,1,
5324943,1,2,1,73,1,1410,14,1,321.14188471,73,2020,12,202012,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,1,900000,900000,2,,79,79,1,
5324946,1,1,1,73,1,4111,41,1,818.13797777,73,2020,12,202012,70,2,48,4,2,5,1,3,2,2,,,,,,,,1,2,,1200000,2,,95,95,1,
5324947,1,2,1,73,1,4711,47,1,291.28965131,73,2020,12,202012,70,24,48,1,2,28,1,3,2,1,,,,,,,,1,2,,877300,2,,33,33,2,
5324951,1,1,1,73,1,8422,84,1,277.06844492,73,2020,12,202012,70,52,48,4,2,120,2,9,2,1,,,1,,,,,,2,,1800000,3,,41,58,2,
5324954,1,5,1,23,1,3110,31,1,98.680935789,23,2020,12,202012,70,40,48,1,2,40,1,6,2,1,,,,,,,,1,2,,877803,2,,93,93,2,
5324956,1,1,1,23,1,4759,47,1,394.72374316,23,2020,12,202012,70,52,48,1,2,208,1,9,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5324970,1,4,1,66,1,4723,47,1,352.09867615,66,2020,12,202012,70,8,48,1,2,8,1,5,2,2,,,,,,,,1,2,,877803,2,,45,45,1,
5324973,1,1,1,66,1,4752,47,1,402.54588858,66,2020,12,202012,70,24,48,4,2,24,4,1,2,1,,,,,,,1,,2,,900000,3,,81,81,2,
5324977,1,2,1,66,1,.,,1,354.22697475,66,2020,12,202012,70,16,48,1,1,,,,,,,,,,,,,,,,850000,,,45,,2,
5324980,1,3,1,66,1,9200,92,1,345.26207398,66,2020,12,202012,70,12,48,1,2,12,1,9,2,8,,,,,,,,1,2,,877803,2,,32,32,1,
5324980,1,4,1,66,1,1410,14,1,345.26207398,66,2020,12,202012,70,25,48,1,2,25,1,6,2,8,,,,,,,,1,2,,877803,2,,79,79,2,
5325008,1,2,1,20,1,8621,86,1,262.17722677,20,2020,12,202012,70,28,48,1,2,36,1,8,2,1,,,,,,,,1,2,,920000,2,,97,37,2,
5325010,1,2,1,20,1,4771,47,1,102.47582671,20,2020,12,202012,70,16,48,1,2,52,1,3,2,1,,,,,,,,1,2,,908000,2,,45,45,2,
5325010,1,8,1,20,1,8559,85,1,102.47582671,20,2020,12,202012,70,8,40,1,2,16,4,1,2,1,,,,,,,,1,2,,908500,2,,13,13,1,
5325012,1,2,1,20,1,8691,86,1,266.31456894,20,2020,12,202012,70,32,48,1,2,32,1,6,2,1,,,,,,,,1,2,,950000,2,,39,39,2,
5325018,1,2,1,88,1,7911,79,1,73.173082814,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5325018,1,3,1,88,1,.,,1,73.173082814,88,2020,12,202012,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5325021,1,1,1,68,1,6910,69,1,361.57028061,68,2020,12,202012,70,40,40,1,2,13,1,5,2,7,,,,,,,,1,2,,1000000,2,,12,12,2,
5325032,1,1,1,50,1,4290,42,1,254.31624666,50,2020,12,202012,70,8,48,1,2,24,1,7,2,1,,,,,,,,1,2,,1000000,2,,02,02,1,
