DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY,GWEB
5305854,2,3,2,54,1,5224,52,1,448.22883491,54,2020,12,202012,70,32,48,4,2,32,4,1,2,8,,,,,,,,1,2,,877800,2,,97,97,2,
5305854,2,4,2,54,1,4771,47,1,448.22883491,54,2020,12,202012,70,32,48,4,2,32,4,1,2,1,,,,,,,,1,2,,877800,2,,41,41,2,
5305855,1,3,1,54,1,7911,79,1,436.88772946,54,2020,12,202012,70,16,48,4,2,36,4,1,2,8,,,,,,,,1,2,,877800,2,,41,39,2,
5305866,1,3,1,63,1,2592,25,1,91.731690632,63,2020,12,202012,70,4,40,1,2,12,1,3,2,1,,,,,,,,1,2,,877803,2,,03,93,1,
5305871,1,4,1,63,1,4711,47,1,213.44576094,63,2020,12,202012,70,4,48,1,2,52,1,9,2,1,,,,,,,,1,2,,500000,2,,39,45,1,
5305878,1,3,1,05,1,8220,82,1,1579.5137235,05,2020,12,202012,70,16,48,1,2,16,1,9,2,1,,,,,,,,1,2,,877803,2,,38,38,2,
5305881,1,4,1,08,1,4719,47,1,505.35370715,08,2020,12,202012,70,8,48,1,2,20,1,9,2,2,,,,,,,,1,2,,1500000,2,,45,45,1,
5305883,1,1,1,54,1,9700,97,1,417.87167271,54,2020,12,202012,70,1,48,3,2,2,3,1,2,1,,,,,,,,1,1,98,600000,2,,54,54,1,
5305885,1,3,1,23,1,8412,84,1,98.680935789,23,2020,12,202012,70,8,48,1,2,10,2,9,2,1,,,,,,,,1,2,,877803,2,,32,32,1,
5305886,1,2,1,23,1,4781,47,1,98.680935789,23,2020,12,202012,70,10,48,1,2,8,4,1,2,1,,,,,,,,1,2,,877803,2,,55,45,1,
5305895,1,3,1,05,1,9609,96,1,1185.5767236,05,2020,12,202012,70,2,48,1,2,2,1,7,2,8,,,,,,,,1,1,800000,877803,2,,59,59,1,
5305896,1,2,1,05,1,9700,97,1,1121.2610386,05,2020,12,202012,70,6,48,1,2,6,3,1,2,1,,,,,,,,1,2,,877803,2,,55,54,1,
5305920,1,1,1,15,1,3513,35,1,135.00326611,15,2020,12,202012,70,20,48,1,2,20,1,8,2,6,,,,,,,,1,2,,98,2,,02,02,2,
5305921,1,1,1,15,1,4711,47,1,98.562967745,15,2020,12,202012,70,1,24,1,2,216,4,1,2,1,1,,,,,,,,2,,600000,1,1,45,45,1,
5305924,1,2,1,15,1,8413,84,1,73.655772274,15,2020,12,202012,70,36,48,4,2,36,4,9,2,1,,,1,,,,,,2,,3000000,2,,21,19,2,
5305924,1,3,1,15,1,1410,14,1,73.655772274,15,2020,12,202012,70,36,48,4,2,36,4,1,2,1,,1,1,,,,,,2,,877803,1,1,16,16,2,
5305926,1,1,1,15,1,3811,38,1,93.490077674,15,2020,12,202012,70,36,48,1,2,36,1,9,2,7,,,,,,,,1,2,,877803,2,,95,99,2,
5305926,1,2,1,15,1,9700,97,1,93.490077674,15,2020,12,202012,70,24,48,3,2,24,3,1,2,1,,,,,,,,1,2,,877803,2,,54,54,2,
5305926,1,4,1,15,1,4111,41,1,93.490077674,15,2020,12,202012,70,36,48,1,2,36,1,3,2,1,,,,,,,,1,2,,877803,2,,95,95,2,
5305929,1,1,1,50,1,5611,56,1,261.71074155,50,2020,12,202012,70,150,40,1,2,52,1,2,2,1,,,,,,,,1,2,,900000,2,,53,53,2,
5305930,1,1,1,50,1,5611,56,1,355.63833313,50,2020,12,202012,70,32,48,1,2,24,1,2,2,1,,,,,,,,1,2,,900000,2,,77,53,2,
5305944,1,5,1,23,1,8610,86,1,98.680935789,23,2020,12,202012,70,16,48,1,2,20,1,9,2,1,,,,,,,,1,2,,1200000,2,,59,59,2,
5305949,1,1,1,05,1,9200,92,1,968.87681836,05,2020,12,202012,70,32,48,4,2,32,4,9,2,1,,,,,,,,1,2,,950000,2,,45,45,2,
5305950,1,2,1,05,1,9700,97,1,1499.1619863,05,2020,12,202012,70,52,48,1,2,52,3,1,2,2,,,,,,,,1,2,,878000,2,,45,55,2,
5305957,1,2,1,41,1,8010,80,1,217.42555548,41,2020,12,202012,70,20,48,1,2,28,1,9,2,1,,,,,,,,1,2,,877000,2,,58,58,2,
5305958,1,3,1,41,1,8121,81,1,178.41715434,41,2020,12,202012,70,1,48,1,2,4,4,1,2,1,,,,,,,,1,1,100000,877000,2,,45,55,1,
5305968,1,3,1,68,1,5619,56,1,762.81847936,68,2020,12,202012,70,12,48,1,2,12,1,3,2,8,,,,,,,,1,2,,900000,2,,53,50,1,
5305993,1,2,1,47,1,4921,49,1,210.86453613,47,2020,12,202012,70,9,48,1,2,36,4,1,2,4,,,,,,,,1,2,,877803,2,,98,98,1,
5306024,1,2,1,19,1,8010,80,1,157.88037117,19,2020,12,202012,70,32,30,1,2,52,1,8,2,1,,,,,,,,1,2,,400000,2,,45,58,2,
5306025,1,1,1,19,1,4762,47,1,130.16037989,19,2020,12,202012,70,52,48,1,2,52,1,2,2,1,,,,,,,,1,2,,900000,2,,55,45,2,
5306040,1,2,1,15,1,1410,14,1,94.369373989,15,2020,12,202012,70,1,48,1,2,1,1,6,2,1,,,,,,,,1,1,877803,877803,2,,44,44,1,
5306040,1,4,1,15,1,5611,56,1,94.369373989,15,2020,12,202012,70,40,48,1,2,40,1,2,2,1,,,,,,,,1,2,,877803,2,,58,53,2,
5306042,1,1,1,15,1,9601,96,1,146.52650563,15,2020,12,202012,70,40,48,1,2,40,1,2,2,8,,,,,,,,1,2,,600000,2,,54,56,2,
5306046,1,2,1,54,1,8121,81,1,480.49208549,54,2020,12,202012,70,32,48,1,2,20,4,1,2,1,,,,,,,,1,2,,1000000,2,,13,55,2,
5306055,1,3,1,68,1,4520,45,1,401.69653998,68,2020,12,202012,70,40,48,1,2,40,1,7,2,1,,,,,,,,1,2,,877803,2,,84,84,2,
5306056,1,1,1,68,1,0610,06,1,749.05369814,68,2020,12,202012,70,3,48,1,2,4,1,9,2,1,,,,,,,,1,1,2000000,1200000,2,,97,97,1,
5306057,1,2,1,68,1,1103,11,1,606.92663743,68,2020,12,202012,70,8,48,1,2,8,1,9,2,1,,,,,,,,1,2,,877803,2,,33,03,1,
5306058,1,2,1,68,1,5511,55,1,407.20167284,68,2020,12,202012,70,8,40,1,2,52,1,4,2,8,,,,,,,,1,2,,900000,2,,45,55,1,
5306058,1,4,1,68,1,4781,47,1,407.20167284,68,2020,12,202012,70,8,48,1,2,8,4,1,2,1,,,,,,,,1,2,,900000,2,,45,45,1,
5306066,1,2,1,05,1,8544,85,1,1185.5767236,05,2020,12,202012,70,1,24,4,2,58,2,9,2,1,,,,,,,1,,2,,2000000,3,,13,13,1,
5306069,1,3,1,05,1,4661,46,1,594.36166505,05,2020,12,202012,70,24,48,1,2,104,1,7,2,2,,,,,,,,1,2,,1100000,2,,11,39,2,
5306070,1,1,1,05,1,4771,47,1,1451.9851527,05,2020,12,202012,70,13,48,1,2,208,4,1,2,1,,,,,,,,1,2,,877803,2,,53,41,1,
5306071,1,1,1,05,1,9609,96,1,1154.7060883,05,2020,12,202012,70,14,48,4,2,38,4,1,2,2,,,,,,,,1,2,,877803,2,,59,59,2,
5306071,1,4,1,05,1,4921,49,1,1154.7060883,05,2020,12,202012,70,60,48,4,2,62,4,1,2,1,,,,,,,,1,2,,877803,2,,98,98,2,
5306077,1,3,1,17,1,9602,96,1,157.33349394,17,2020,12,202012,70,12,48,1,2,36,4,1,2,1,,,,,,,,1,2,,877803,2,,79,57,1,
5306080,1,4,1,17,1,6190,61,1,187.03582156,17,2020,12,202012,70,8,48,1,2,8,1,9,2,7,,,,,,,,1,2,,877803,2,,53,38,1,
5306087,1,2,1,23,1,4772,47,1,98.680935789,23,2020,12,202012,70,20,48,1,2,32,1,4,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5306087,1,5,1,23,1,4771,47,1,98.680935789,23,2020,12,202012,70,24,48,1,2,36,4,1,2,1,,,,,,,,1,2,,877803,2,,45,41,2,
5306087,1,6,1,23,1,8610,86,1,98.680935789,23,2020,12,202012,70,20,48,1,2,25,1,9,2,1,,,,,,,,1,2,,877803,2,,59,59,2,
5306088,1,1,1,85,1,,,1,407.53803102,85,2020,12,202012,70,28,48,1,2,28,1,3,2,1,,,,,,,,1,2,,800000,2,,,,,
5306098,1,3,1,85,1,,,1,369.63858595,85,2020,12,202012,70,12,48,1,2,24,1,5,1,1,,,,,,,,1,2,,900000,2,,,,,
5306111,1,1,1,54,1,5611,56,1,464.38711742,54,2020,12,202012,70,12,48,1,2,36,1,2,2,4,,,,,,,,1,2,,877803,2,,53,53,1,
5306113,1,1,1,54,1,4111,41,1,494.85389597,54,2020,12,202012,70,28,48,1,2,4,4,1,2,1,,,,,,,,1,1,450000,877803,2,,03,95,2,
5306118,1,1,1,70,1,8544,85,1,151.94024907,70,2020,12,202012,70,2,48,1,2,24,1,5,2,1,,,,,,,,1,2,,2000000,2,,39,21,1,
5306121,1,1,1,70,1,8610,86,1,138.46829844,70,2020,12,202012,70,1,48,1,2,6,1,9,2,1,,,,,,,,1,2,,900000,2,,59,59,1,
5306123,1,3,1,17,1,6820,68,1,145.55410615,17,2020,12,202012,70,30,48,1,2,30,1,5,2,4,1,,,,,,,,2,,1500000,1,2,44,44,2,
5306127,1,2,1,17,1,8890,88,1,182.18121296,17,2020,12,202012,70,2,48,4,2,2,4,9,2,9,,,,,,,,1,2,,2500000,1,1,34,19,1,
5306148,1,2,1,52,1,8413,84,1,216.08323925,52,2020,12,202012,70,12,40,1,2,16,4,5,2,3,,,,,,,,1,2,,1000000,2,,05,31,1,
5306160,1,1,1,52,1,8292,82,1,192.39946206,52,2020,12,202012,70,8,40,1,2,8,4,1,2,1,,,,,,,,1,2,,400000,2,,45,59,1,
5306161,1,3,1,52,1,8559,85,1,97.081620702,52,2020,12,202012,70,28,48,1,2,28,4,1,2,1,,,,,,,,1,2,,980657,2,,13,13,2,
5306163,1,2,1,52,1,9602,96,1,201.46191186,52,2020,12,202012,70,26,48,1,2,30,1,2,2,1,,,,,,,,1,2,,877803,2,,57,57,2,
5306176,1,3,1,52,1,4921,49,1,126.1884304,52,2020,12,202012,70,40,48,1,2,48,1,9,2,1,,,,,,,,1,2,,900000,2,,98,98,2,
5306176,1,5,1,52,1,8621,86,1,126.1884304,52,2020,12,202012,70,40,48,1,2,40,2,9,2,1,,,,,,,,1,2,,1500000,2,,06,06,2,
5306183,1,3,1,54,1,4771,47,1,508.35803544,54,2020,12,202012,70,2,48,1,2,48,1,3,2,6,,,,,,,,1,2,,877803,2,,45,45,1,
5306185,1,4,1,54,1,4772,47,1,333.75086417,54,2020,12,202012,70,144,48,1,2,192,1,3,2,3,,,,,,1,,,2,,877803,2,,45,45,2,
5306186,2,2,2,54,1,4921,49,1,472.61777761,54,2020,12,202012,70,8,48,1,2,36,1,9,2,1,,,,,,,,1,2,,877803,2,,45,45,1,
5306200,1,2,1,05,1,4290,42,1,1575.2075482,05,2020,12,202012,70,13,48,1,2,38,1,9,2,1,,,,,,,,1,2,,877803,2,,95,95,1,
5306204,1,5,1,05,1,9602,96,1,925.61790205,05,2020,12,202012,70,104,48,1,2,6,4,1,2,1,,,,,,,,1,1,30000,877803,2,,39,57,2,
5306218,1,2,1,05,1,4631,46,1,996.28167761,05,2020,12,202012,70,32,48,1,2,32,1,9,2,1,,,,,,,,1,2,,1200000,2,,21,35,2,
5306219,1,1,1,05,1,9609,96,1,1540.04119,05,2020,12,202012,70,28,48,1,2,28,1,8,2,1,,,,,,,,1,2,,877803,2,,38,32,2,
5306220,1,1,1,05,1,4752,47,1,1357.4762098,05,2020,12,202012,70,20,48,1,2,20,1,9,2,1,,,,,,,,1,2,,877803,3,,98,98,2,
5306228,1,2,1,17,1,4111,41,1,240.47254849,17,2020,12,202012,70,48,48,1,2,48,1,2,2,8,,,,,,,,1,2,,877802,2,,95,95,2,
5306230,1,3,1,17,1,9329,93,1,191.89618812,17,2020,12,202012,70,96,48,1,2,96,1,2,2,5,,,,,,,,1,2,,877802,2,,98,60,2,
5306247,1,1,1,94,1,,,1,22.976578411,94,2020,12,202012,70,4,48,1,2,40,1,5,2,1,,,,,,,,1,2,,98,2,,,,,
5306247,1,2,1,94,1,,,1,22.976578411,94,2020,12,202012,70,4,48,1,2,4,4,2,2,7,,,,,,,,1,1,99,900000,2,,,,,
5306247,1,5,1,94,1,,,1,22.976578411,94,2020,12,202012,70,40,48,1,1,,,,,,,,,,,,,,,,98,,,,,,
5306252,1,1,1,94,1,,,1,88.451371672,94,2020,12,202012,70,1,48,4,2,1,1,9,2,7,1,,,,,,,,1,1200000,1200000,1,1,,,,
5306253,1,5,1,94,1,,,1,94.203971487,94,2020,12,202012,70,2,45,4,2,10,4,9,2,1,,,,,,,,1,2,,1200000,2,,,,,
5306256,1,1,1,94,1,,,1,26.534243899,94,2020,12,202012,70,1,45,4,2,32,4,2,2,1,,,,,,,,1,2,,877000,2,,,,,
5306256,1,4,1,94,1,,,1,26.534243899,94,2020,12,202012,70,1,40,1,2,2,4,2,2,1,,,,,,,,1,2,,600000,2,,,,,
5306258,1,2,1,94,1,,,1,22.976578411,94,2020,12,202012,70,4,48,1,2,8,1,9,1,7,,,,,,,,1,2,,1200000,2,,,,,
5306258,1,3,1,94,1,,,1,22.976578411,94,2020,12,202012,70,4,48,1,1,,,,,,,,,,,,,,,,98,,,,,,
5306261,1,1,1,94,1,,,1,22.976578411,94,2020,12,202012,70,1,40,3,2,20,3,1,2,4,,,,,,,,1,2,,400000,2,,,,,
5306264,1,3,1,17,1,8530,85,1,186.73820507,17,2020,12,202012,70,2,48,1,2,2,1,5,2,4,,,1,,,,,,2,,877803,2,,13,13,1,
5306264,1,4,1,17,1,9491,94,1,186.73820507,17,2020,12,202012,70,5,48,1,2,32,1,4,2,2,,,,,,,,1,2,,877803,2,,44,44,1,
5306268,1,1,1,17,1,4111,41,1,240.47254849,17,2020,12,202012,70,32,48,1,2,32,1,9,2,4,,,,,,,,1,2,,877803,2,,95,95,2,
5306277,1,1,1,63,1,4711,47,1,126.95337685,63,2020,12,202012,70,8,48,3,2,8,1,5,2,1,,,,,,,,1,2,,877803,2,,54,33,1,
5306284,1,2,1,73,1,9700,97,1,174.08047008,73,2020,12,202012,70,30,48,3,2,32,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,2,
5306290,1,2,1,73,1,4761,47,1,339.72395006,73,2020,12,202012,70,16,48,1,2,102,1,4,2,4,,,,,,,,1,2,,2000000,2,,05,45,2,
5306296,1,2,1,86,1,,,1,69.352257506,86,2020,12,202012,70,32,32,1,2,32,1,1,2,1,,,,,,,,1,2,,800000,2,,,,,
5306302,1,2,1,54,1,9602,96,1,646.66935831,54,2020,12,202012,70,24,48,4,2,2,4,1,2,8,,,,,,,,1,1,99,877803,2,,57,57,2,
5306318,1,2,1,73,1,6412,64,1,349.22402911,73,2020,12,202012,70,26,48,1,2,36,1,9,2,2,,,,,,,,1,2,,2000000,2,,44,44,2,
5306325,1,3,1,23,1,4761,47,1,98.680935789,23,2020,12,202012,70,40,48,1,2,42,1,4,2,1,,,,,,,,1,2,,877802,2,,45,45,2,
5306327,1,2,1,23,1,8512,85,1,394.72374316,23,2020,12,202012,70,8,48,1,2,40,1,5,2,8,,,,,,,,1,2,,877802,2,,13,13,1,
5306334,1,2,1,76,1,5619,56,1,843.65836158,76,2020,12,202012,70,24,40,1,2,28,4,1,2,6,,,,,,,,1,2,,877803,2,,33,33,2,
5306338,1,2,1,18,1,0322,03,1,148.95754338,18,2020,12,202012,70,52,48,1,2,106,1,5,2,2,,,,,,,,1,2,,1200000,2,,02,02,2,
5306346,1,2,1,18,1,6120,61,1,90.668145334,18,2020,12,202012,70,30,48,1,2,52,1,4,2,2,,,,,,,,1,2,,877803,2,,19,44,2,
5306347,1,3,1,23,1,5511,55,1,98.680935789,23,2020,12,202012,70,144,48,1,2,144,1,6,2,1,,,,,,1,,,2,,850000,2,,55,55,2,
5306354,1,2,1,70,1,9700,97,1,122.38558856,70,2020,12,202012,70,52,48,1,2,78,3,1,2,1,,,,,,,,1,2,,877803,2,,45,54,2,
5306361,1,1,1,50,1,4220,42,1,251.0897599,50,2020,12,202012,70,32,48,1,2,40,4,1,2,1,,,,,,,,1,2,,1000000,2,,87,87,2,
5306364,1,1,1,27,1,8513,85,1,51.421987114,27,2020,12,202012,70,44,40,4,2,44,4,9,2,1,,,,,,1,,,2,,800000,2,,53,53,2,
5306366,1,2,1,27,1,8130,81,1,61.542843767,27,2020,12,202012,70,16,48,4,2,16,4,1,2,1,,,,,,,,1,2,,300000,2,,61,61,2,
5306367,1,1,1,27,1,9700,97,1,94.262363907,27,2020,12,202012,70,52,40,3,2,52,3,1,2,1,,,,,,,,1,2,,300000,2,,54,54,2,
5306373,1,2,1,27,1,.,,1,80.519805729,27,2020,12,202012,70,48,40,2,1,,,,,,,,,,,,,,,,1500000,,,13,,2,
5306374,1,2,1,44,1,9200,92,1,55.959915185,44,2020,12,202012,70,4,48,1,2,16,4,9,2,1,,,,,,,,1,2,,877803,2,,58,45,1,
5306379,1,1,1,44,1,9700,97,1,92.117634425,44,2020,12,202012,70,32,48,3,2,32,3,1,2,1,,,,,,,,1,2,,500000,2,,54,54,2,
5306384,1,2,1,44,1,2592,25,1,41.109596234,44,2020,12,202012,70,4,48,4,2,8,4,1,2,1,,,,,,,,1,2,,877803,2,,93,93,1,
5306390,1,1,1,27,1,5611,56,1,80.819613913,27,2020,12,202012,70,1,48,1,2,40,1,3,2,1,,,,,,,,1,2,,877000,2,,45,50,1,
5306392,1,2,1,27,1,5619,56,1,41.199161548,27,2020,12,202012,70,30,30,4,2,30,4,1,2,1,,,,,,,,1,2,,500000,2,,45,45,2,
5306393,1,2,1,27,1,8890,88,1,53.085861201,27,2020,12,202012,70,50,48,1,2,104,4,1,2,1,,,,,,,,1,2,,877000,2,,45,54,2,
5306395,1,3,1,27,1,8512,85,1,62.891371816,27,2020,12,202012,70,4,40,1,2,4,1,9,2,1,,,,,,,,1,2,,1500000,2,,13,13,1,
5306398,1,2,1,27,1,4112,41,1,35.164379289,27,2020,12,202012,70,4,55,4,2,4,4,2,2,1,,,,,,,,1,2,,1000000,2,,95,95,1,
5306404,1,3,1,18,1,4759,47,1,80.499180561,18,2020,12,202012,70,53,48,1,2,53,1,3,2,1,,,,,,,,1,2,,987000,2,,19,45,2,
5306408,1,2,1,,1,4923,49,1,1766.1836121,76,2020,12,202012,70,16,48,1,2,16,1,5,2,1,,,,,,,,1,2,,2500000,2,,11,11,2,
5306411,1,4,1,99,1,,,1,42.11497418,99,2020,12,202012,70,2,48,3,2,52,1,3,2,5,,,,,,,,1,2,,600000,2,,,,,
5306411,1,5,1,99,1,,,1,42.11497418,99,2020,12,202012,70,2,48,1,2,52,1,3,2,5,,,,,,,,1,2,,600000,2,,,,,
5306414,1,2,1,99,1,,,1,41.683995573,99,2020,12,202012,70,4,20,3,2,6,3,1,2,1,,,,,,,,1,1,500000,600000,2,,,,,
5306416,1,1,1,99,1,,,1,50.420424164,99,2020,12,202012,70,48,28,1,2,52,1,4,2,1,,,,,,,,1,2,,900000,2,,,,,
5306416,1,2,1,99,1,,,1,50.420424164,99,2020,12,202012,70,5,48,1,2,6,1,2,2,4,,,,,,,,1,1,300000,900000,2,,,,,
5306421,1,2,1,99,1,,,1,61.683461596,99,2020,12,202012,70,30,48,1,2,102,4,9,2,1,,,,,,,,1,2,,1000000,2,,,,,
5306425,1,3,1,99,1,,,1,34.0220441,99,2020,12,202012,70,2,40,4,2,2,4,2,2,3,,,,,,,,1,2,,1000000,2,,,,,
5306427,1,2,1,99,1,,,1,39.042649321,99,2020,12,202012,70,12,40,4,2,12,1,3,2,2,,,,,,,,1,2,,300000,2,,,,,
5306439,1,2,1,66,1,4771,47,1,419.54763626,66,2020,12,202012,70,36,48,1,2,36,1,4,2,1,,,,,,,,1,2,,877803,2,,45,45,2,
5306441,1,1,1,66,1,1081,10,1,445.73827026,66,2020,12,202012,70,52,48,1,2,52,1,3,2,2,,,,,,,,1,2,,877803,2,,53,45,2,
5306446,1,1,1,66,1,4921,49,1,735.58189231,66,2020,12,202012,70,156,50,1,2,52,1,3,2,1,,,,,,,,1,2,,877803,2,,98,98,2,
5306451,1,1,1,66,1,5611,56,1,784.1866561,66,2020,12,202012,70,8,48,1,2,52,1,4,2,1,,,,,,,,1,2,,877803,2,,45,53,1,
5306455,1,2,1,66,1,6110,61,1,390.36616749,66,2020,12,202012,70,40,48,1,2,40,1,9,2,2,,,,,,,,1,2,,1000000,2,,03,03,2,
5306456,1,4,1,66,1,.,,1,275.75901023,66,2020,12,202012,70,16,48,1,1,,,,,,,,,,,,,,,,877803,,,97,,2,
5306483,1,1,1,66,1,8121,81,1,412.58991228,66,2020,12,202012,70,32,48,1,2,32,1,7,2,1,,,,,,,,1,2,,877803,2,,55,55,2,
5306487,1,1,1,20,1,5611,56,1,246.00599298,20,2020,12,202012,70,8,40,1,2,5,4,2,2,1,,,,,,,,1,2,,900000,2,,33,53,1,
5306490,1,6,1,41,1,4210,42,1,163.87121015,41,2020,12,202012,70,35,50,1,2,22,1,9,2,1,,,,,,,,1,1,200000,900000,2,,98,03,2,
5306491,1,1,1,41,1,4759,47,1,244.43102249,41,2020,12,202012,70,5,50,1,2,4,1,9,2,7,,,,,,,,1,1,300000,900000,2,,95,30,1,
5306498,1,3,1,41,1,4774,47,1,92.490121786,41,2020,12,202012,70,28,45,1,2,38,1,5,2,1,,,,,,,,1,2,,1500000,2,,45,45,2,
5306498,1,4,1,41,1,4111,41,1,92.490121786,41,2020,12,202012,70,4,45,1,2,5,1,2,2,1,,,,,,,,1,2,,980000,2,,95,95,1,
5306499,1,1,1,41,1,4111,41,1,146.81258116,41,2020,12,202012,70,8,45,1,2,9,1,2,2,3,,,,,,,,1,2,,1200000,2,,95,95,1,
5306499,1,2,1,41,1,4711,47,1,146.81258116,41,2020,12,202012,70,15,45,1,2,20,1,6,2,1,,,,,,,,1,2,,950000,2,,33,33,2,
5306505,1,3,1,41,1,.,,1,174.7374911,41,2020,12,202012,70,32,48,1,1,,,,,,,,,,,,,,,,900000,,,59,,2,
5306506,1,4,1,41,1,9700,97,1,92.490121786,41,2020,12,202012,70,32,40,4,2,32,3,1,2,1,,,,,,,,1,2,,900000,2,,55,53,2,
5306508,1,3,1,15,1,6412,64,1,97.309773804,15,2020,12,202012,70,62,48,1,2,62,1,9,2,1,,,,,,,,1,2,,877802,2,,44,44,2,
5306510,1,2,1,20,1,4921,49,1,248.08625463,20,2020,12,202012,70,22,48,1,2,22,4,1,2,2,,,,,,,,1,2,,920000,2,,45,98,2,
5306511,1,1,1,20,1,8553,85,1,195.31301552,20,2020,12,202012,70,12,40,4,2,40,4,7,2,1,,,,,,,,1,2,,1200000,2,,13,13,1,
5306511,1,2,1,20,1,8553,85,1,195.31301552,20,2020,12,202012,70,8,40,4,2,48,4,4,2,1,,,,,,,,1,2,,950000,2,,13,13,1,
5306512,1,1,1,20,1,8610,86,1,227.6279869,20,2020,12,202012,70,14,48,1,2,24,1,9,2,8,1,,,,,,,,2,,3000000,1,2,19,59,2,
5306515,1,3,1,15,1,4210,42,1,54.771164863,15,2020,12,202012,70,48,40,2,2,48,1,6,2,1,,,,,,,,1,2,,2500000,2,,02,02,2,
5306516,1,2,1,15,1,8530,85,1,127.70135586,15,2020,12,202012,70,48,40,1,2,48,1,4,2,2,,,,,,,,1,2,,1600000,2,,13,13,2,
5306518,1,1,1,15,1,8424,84,1,125.2552721,15,2020,12,202012,70,4,40,2,2,4,2,9,2,4,,,,,,,,1,1,98,2500000,2,,12,12,1,
5306520,1,2,1,15,1,8412,84,1,135.00326611,15,2020,12,202012,70,48,40,2,2,48,4,8,2,1,,,,,,,,1,2,,1000000,2,,19,19,2,
5306521,1,2,1,15,1,4721,47,1,93.348264923,15,2020,12,202012,70,36,40,1,2,36,1,8,2,2,,,,,,,,1,2,,877803,2,,32,39,2,
5306523,1,1,1,15,1,9700,97,1,81.841523421,15,2020,12,202012,70,34,40,3,2,34,3,1,2,2,,,,,,,,1,2,,877803,2,,54,54,2,
5306528,1,2,1,63,1,4330,43,1,81.550751206,63,2020,12,202012,70,10,54,4,2,10,4,1,2,1,,,,,,,,1,2,,800000,2,,93,93,1,
5306531,1,2,1,20,1,8010,80,1,206.9413596,20,2020,12,202012,70,4,48,4,2,36,4,5,2,1,,,,,,,,1,2,,800000,2,,98,58,1,
5306532,1,2,1,20,1,4711,47,1,217.77409553,20,2020,12,202012,70,6,24,4,2,32,4,2,2,1,,,,,,,,1,2,,500000,2,,45,45,1,
5306542,1,1,1,05,1,4111,41,1,1365.283632,05,2020,12,202012,70,10,48,4,2,10,4,1,2,2,,,,,,,,1,2,,877800,2,,95,95,1,
5306543,1,4,1,05,1,7310,73,1,656.12644734,05,2020,12,202012,70,3,48,1,2,54,4,1,2,2,,,,,,,,1,2,,877800,2,,45,59,1,
5306551,1,1,1,05,1,5630,56,1,1476.8203741,05,2020,12,202012,70,30,48,1,2,51,1,3,2,2,,,,,,,,1,2,,2000000,2,,45,50,2,
5306558,1,3,1,13,1,9511,95,1,180.3512931,13,2020,12,202012,70,32,48,1,2,32,1,4,2,1,,,,,,,,1,2,,877803,2,,37,37,2,
5306558,1,6,1,13,1,.,,1,180.3512931,13,2020,12,202012,70,16,48,1,1,,,,,,,,,,,,,,,,877803,,,45,,2,
5306560,1,3,1,13,1,5320,53,1,241.7507571,13,2020,12,202012,70,32,40,4,2,32,4,1,2,1,,,,,,,,1,2,,800000,2,,41,37,2,
5306565,1,1,1,13,1,1012,10,1,380.81096769,13,2020,12,202012,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,877803,2,,97,97,1,
5306579,1,2,1,13,1,4923,49,1,183.37690189,13,2020,12,202012,70,4,48,1,2,4,1,9,2,1,,,,,,,,1,2,,900000,2,,97,97,1,
5306580,1,2,1,13,1,4711,47,1,356.13651313,13,2020,12,202012,70,64,48,1,2,64,1,9,2,1,,,,,,,,1,2,,1200000,2,,39,39,2,
5306585,1,3,1,13,1,4921,49,1,220.04972804,13,2020,12,202012,70,54,48,1,2,54,1,9,2,1,,,,,,,,1,2,,1600000,2,,39,39,2,
5306588,1,2,1,13,1,8530,85,1,550.11144614,13,2020,12,202012,70,8,48,2,2,8,2,9,2,4,,,,,,,,1,2,,1500000,2,,13,13,1,
5306590,1,2,1,13,1,5511,55,1,542.0308815,13,2020,12,202012,70,16,48,1,2,16,1,6,2,7,,,,,,,,1,2,,1000000,2,,54,54,2,
5306603,1,2,1,76,1,5611,56,1,923.12437851,76,2020,12,202012,70,28,48,1,2,28,1,6,2,2,,,,,,,,1,2,,1000000,2,,34,53,2,
5306604,1,2,1,76,1,9499,94,1,737.29514624,76,2020,12,202012,70,28,24,3,2,24,1,6,2,2,,,,,,,,1,2,,500000,2,,54,39,2,
5306604,1,5,1,76,1,2599,25,1,737.29514624,76,2020,12,202012,70,28,48,1,2,24,1,7,2,4,,,,,,,,1,2,,1000000,2,,83,83,2,
5306611,1,2,1,13,1,5511,55,1,287.20049694,13,2020,12,202012,70,104,48,1,2,104,1,9,2,4,,,,,,,,1,2,,1200000,2,,39,39,2,
5306621,1,1,1,81,1,,,1,445.7037037,81,2020,12,202012,70,2,48,1,2,2,4,2,2,1,,,,,,,,1,1,200000,900000,2,,,,,
